,kunnr,dispute_amount,value_label,avg_invalid_dispute_amount,b_value
2742,2002213896,152.35,HIGH,9077.94169154229,0.0167824387043531
2743,2002213981,92.76,HIGH,7113.3422880215685,0.013040283490392716
2744,2002213879,67.84,HIGH,17657.59580487807,0.005
2745,2002213896,1299.64,HIGH,9077.94169154229,0.14316461199688524
2746,999999999,374.94,HIGH,6875.0959055118055,0.0545359665018503
2747,2002213981,77.02,HIGH,7113.3422880215685,0.010827540259056133
2748,2002213981,57.72,HIGH,7113.3422880215685,0.008114329054177097
2749,2002213853,666.24,HIGH,3292.3019883040943,0.20236296742122023
2750,2002213981,55.44,HIGH,7113.3422880215685,0.007793804621683615
2751,2002213895,379.92,LOW,1418.4563357664206,3.7335658448263334
2752,2002213963,1986.97,HIGH,13217.613931345559,0.15032743506661989
2753,2002213963,1308.18,HIGH,13217.613931345559,0.09897247769490773
2754,2002213981,66.32,HIGH,7113.3422880215685,0.00932332472059988
2755,2002213981,3105.0,HIGH,7113.3422880215685,0.43650366793520246
2756,2002214052,739.16,LOW,823.9816969696965,1.11475417632136
2757,2002214045,515.0,HIGH,5299.50366489045,0.09717891194451056
2758,2002213981,156.53,HIGH,7113.3422880215685,0.022005126937809094
2759,2002213887,264.48,HIGH,39981.421175166295,0.006615072506834169
2760,2002213918,125.81,HIGH,5659.080187050367,0.02223152806491241
2761,2002213918,100.52,HIGH,5659.080187050367,0.017762603935179994
2762,2002213918,163.54,HIGH,5659.080187050367,0.028898689291278715
2763,2002213981,131.12,HIGH,7113.3422880215685,0.018432966486204107
2764,2002214045,117.58,HIGH,5299.50366489045,0.022186983429971944
2765,2002214045,5937.44,HIGH,5299.50366489045,1.1203766192928442
2766,2002214045,145.93,HIGH,5299.50366489045,0.027536541009829954
2767,2002213981,103.5,HIGH,7113.3422880215685,0.014550122264506749
2768,2002214022,340.45,HIGH,21100.711974683523,0.016134526664714887
2769,2002213918,249.12,HIGH,5659.080187050367,0.04402128822455273
2770,2002213931,607.11,HIGH,5980.336706812193,0.10151769536796178
2771,2002213887,151.2,HIGH,39981.421175166295,0.005
2772,2002213887,1155.36,HIGH,39981.421175166295,0.02889742200353873
2773,2002213896,158.31,HIGH,9077.94169154229,0.017438975197152214
2774,2002213981,63.77,HIGH,7113.3422880215685,0.00896484344741638
2775,2002213931,5042.02,HIGH,5980.336706812193,0.8430996860522322
2776,2002213931,3594.28,HIGH,5980.336706812193,0.6010163267071168
2777,2002213981,83.47,HIGH,7113.3422880215685,0.01173428700887322
2778,2002253691,482.64,LOW,1028.225,2.13041811702304
2779,2002253691,688.41,LOW,1028.225,1.4936229863017678
2780,2002213931,6606.13,HIGH,5980.336706812193,1.1046418159825293
2781,2002213887,56.16,HIGH,39981.421175166295,0.005
2782,2002213918,121.4,HIGH,5659.080187050367,0.02145224948001245
2783,2002213981,50.54,HIGH,7113.3422880215685,0.007104958253605517
2784,2002214045,145.59,HIGH,5299.50366489045,0.027472384058254938
2785,2002214045,4434.97,HIGH,5299.50366489045,0.8368651633136815
2786,2002214045,113.92,HIGH,5299.50366489045,0.02149635271595853
2787,2002214045,171.97,HIGH,5299.50366489045,0.032450208712810645
2788,2002214045,145.59,HIGH,5299.50366489045,0.027472384058254938
2789,2002214045,545.14,HIGH,5299.50366489045,0.10286623700471939
2790,2002213918,500.0,HIGH,5659.080187050367,0.08835358105441701
2791,2002214052,343.7,LOW,823.9816969696965,2.397386374657249
2792,2002213981,1227.19,HIGH,7113.3422880215685,0.1725194641717878
2793,2002213981,221.1,HIGH,7113.3422880215685,0.031082435098381083
2794,2002213981,50.56,HIGH,7113.3422880215685,0.007107769871434408
2795,2002213931,1720.86,HIGH,5980.336706812193,0.28775302869481756
2796,2002213973,76.0,HIGH,10701.46458937198,0.007101831657274127
2797,2002214009,3278.22,HIGH,8566.410263157895,0.3826830491762517
2798,2002213931,1698.91,HIGH,5980.336706812193,0.2840826667944589
2799,2002213981,92.76,HIGH,7113.3422880215685,0.013040283490392716
2800,2002213931,10962.89,HIGH,5980.336706812193,1.8331559805842013
2801,2002213918,237.46,HIGH,5659.080187050367,0.041960882714363726
2802,2002213918,607.55,HIGH,5659.080187050367,0.1073584363392221
2803,2002213931,1860.43,HIGH,5980.336706812193,0.3110911795118136
2804,2002213887,3598.87,HIGH,39981.421175166295,0.09001355865347203
2805,2002213918,209.52,HIGH,5659.080187050367,0.037023684605042906
2806,2002213887,112.32,HIGH,39981.421175166295,0.005
2807,2002253140,222.08,LOW,4001.422444444444,5.0
2808,2002254220,1491.2,HIGH,4168.2664516129025,0.3577506422179377
2809,2002213931,72628.29,HIGH,5980.336706812193,5.0
2810,2002213931,70.63,HIGH,5980.336706812193,0.011810371800561908
2811,2002213931,11049.7,HIGH,5980.336706812193,1.8476718856671235
2812,2002214045,923.08,HIGH,5299.50366489045,0.17418234958784234
2813,2002214045,145.93,HIGH,5299.50366489045,0.027536541009829954
2814,2002213981,83.19,HIGH,7113.3422880215685,0.011694924359268758
2815,2002214045,1930.9,HIGH,5299.50366489045,0.3643548758711756
2816,2002213887,194.88,HIGH,39981.421175166295,0.005
2817,2002213887,5000.0,HIGH,39981.421175166295,0.12505808580675606
2818,2002213931,65.0,HIGH,5980.336706812193,0.01086895323568631
2819,2002213931,1860.53,HIGH,5980.336706812193,0.31110790097833
2820,2002213931,12604.03,HIGH,5980.336706812193,2.107578656172113
2821,2002213931,2729.16,HIGH,5980.336706812193,0.4563555755800869
2822,2002213918,87.52,HIGH,5659.080187050367,0.015465410827765152
2823,2002213931,3282.55,HIGH,5980.336706812193,0.5488904991354169
2824,2002213896,5528.83,HIGH,9077.94169154229,0.6090400432017629
2825,2002213981,92.76,HIGH,7113.3422880215685,0.013040283490392716
2826,2002213981,127.54,HIGH,7113.3422880215685,0.01792968689483276
2827,2002213879,148.0,HIGH,17657.59580487807,0.00838166201307619
2828,2002213963,258.95,HIGH,13217.613931345559,0.019591281856546006
2829,2002213963,1265.38,HIGH,13217.613931345559,0.09573437434113223
2830,2002214052,355.18,LOW,823.9816969696965,2.319898915957251
2831,2002213981,67.89,HIGH,7113.3422880215685,0.00954403672016776
2832,2002213931,8527.69,HIGH,5980.336706812193,1.425954827975843
2833,2002213963,27660.3,HIGH,13217.613931345559,2.092684817673758
2834,2002294243,211.2,LOW,407.69199999999995,1.9303598484848483
2835,2002213931,4131.77,HIGH,5980.336706812193,0.6908925370863328
2836,2002213981,57.72,HIGH,7113.3422880215685,0.008114329054177097
2837,2002213918,65.8,HIGH,5659.080187050367,0.011627331266761277
2838,2002213896,493.36,HIGH,9077.94169154229,0.054347121491169326
2839,2002214045,1006.73,HIGH,5299.50366489045,0.18996684664446042
2840,2002214045,449.91,HIGH,5299.50366489045,0.08489662965622281
2841,2002214045,2434.08,HIGH,5299.50366489045,0.45930339026387235
2842,999999999,1879.5,HIGH,6875.0959055118055,0.2733780045880078
2843,2002214045,329.93,HIGH,5299.50366489045,0.062256773626897806
2844,2002214045,1289.61,HIGH,5299.50366489045,0.24334543035487427
2845,2002214045,490.01,HIGH,5299.50366489045,0.09246337600374684
2846,2002213931,1825.98,HIGH,5980.336706812193,0.3053306342968998
2847,2002213931,1615.4,HIGH,5980.336706812193,0.27011857010657947
2848,2002213931,8228.79,HIGH,5980.336706812193,1.3759743645582025
2849,2002213981,57.72,HIGH,7113.3422880215685,0.008114329054177097
2850,2002213896,282.4,HIGH,9077.94169154229,0.03110837341719275
2851,2002214045,74.99,HIGH,5299.50366489045,0.014150381760619118
2852,2002214045,675.09,HIGH,5299.50366489045,0.12738740129052356
2853,2002213981,4287.0,HIGH,7113.3422880215685,0.6026702816226128
2854,2002213918,100.0,HIGH,5659.080187050367,0.0176707162108834
2855,2002213981,59.74,HIGH,7113.3422880215685,0.008398302454895007
2856,2002213918,95.81,HIGH,5659.080187050367,0.01693031320164739
2857,2002213981,1281.0,HIGH,7113.3422880215685,0.18008412194041687
2858,2002213981,66.24,HIGH,7113.3422880215685,0.009312078249284319
2859,2002213981,94.88,HIGH,7113.3422880215685,0.013338314980255075
2860,2002213887,2952.94,HIGH,39981.421175166295,0.07385780478044045
2861,2002213981,63.77,HIGH,7113.3422880215685,0.00896484344741638
2862,2002213931,1327.55,HIGH,5980.336706812193,0.22198582873900555
