,create_minus_claim_date,category_history,cal_cust_history,ZZ_CLAIMDATE_SIMP_DT_month,ship_to_history,original_with_avg_dispute,rank_xref_in_kunnr,b_value,rank_kunwe_in_kunnr
58,2.0,0.26779624893435633,0.05562130177514793,10.0,0.04020833333333333,0.07388699434605175,3.0,0.014272637483530522,8.0
59,2.0,0.26779624893435633,0.05562130177514793,10.0,0.04020833333333333,0.08493756871401394,3.0,0.016407260001805236,8.0
60,2.0,0.26779624893435633,0.05562130177514793,10.0,0.04020833333333333,0.06474831570897045,3.0,0.012507332934063272,8.0
61,2.0,0.28293496386881606,0.3876500857632933,10.0,0.4287773240451597,2.108221925033314,2.0,1.1128743071912481,1.0
62,2.0,0.26779624893435633,0.05562130177514793,10.0,0.04020833333333333,0.12634977911448148,3.0,0.024406793230472155,8.0
63,2.0,0.26779624893435633,0.05562130177514793,10.0,0.04020833333333333,0.5536539010531251,3.0,0.10694847572312961,8.0
64,2.0,0.26779624893435633,0.05562130177514793,10.0,0.04020833333333333,0.17533638982676414,3.0,0.03386946176140022,8.0
65,2.0,0.26779624893435633,0.05562130177514793,10.0,0.04020833333333333,0.04989224553217361,3.0,0.009637608621415807,8.0
66,2.0,0.26779624893435633,0.05562130177514793,10.0,0.04020833333333333,0.08873391669638506,3.0,0.0171405947245569,8.0
67,2.0,0.26779624893435633,0.0056657223796034,10.0,0.02998236331569665,0.8389840158318936,2.0,0.3395241098522997,2.0
68,2.0,0.3844269691891195,0.1067193675889328,10.0,0.08607594936708861,1.4150350703192207,4.0,0.20354854231782196,11.0
69,2.0,0.26779624893435633,0.05562130177514793,10.0,0.04020833333333333,0.1030411172853692,3.0,0.019904294739939064,8.0
70,2.0,0.26779624893435633,0.05562130177514793,10.0,0.04020833333333333,0.08183645554287222,3.0,0.01580822272225629,8.0
71,2.0,0.26779624893435633,0.05562130177514793,10.0,0.04020833333333333,0.04679113236103191,3.0,0.00903857134186686,8.0
72,2.0,0.26779624893435633,0.05562130177514793,10.0,0.04020833333333333,0.17049718962754892,3.0,0.032934680873844484,8.0
73,2.0,0.26779624893435633,0.05562130177514793,10.0,0.04020833333333333,0.05022156728486123,3.0,0.009701223199774987,8.0
74,2.0,0.26779624893435633,0.05562130177514793,10.0,0.04020833333333333,0.08950233411932282,3.0,0.01728902874072832,8.0
75,4.0,0.11814305562209552,0.782258064516129,10.0,0.782258064516129,0.06654580538844136,2.0,0.05929133685327879,11.0
76,2.0,0.26779624893435633,0.05562130177514793,10.0,0.04020833333333333,0.067510959300961,3.0,0.01304098856363195,8.0
77,2.0,0.26779624893435633,0.05562130177514793,10.0,0.04020833333333333,0.11105461326743449,3.0,0.02145224948001245,8.0
78,2.0,0.26779624893435633,0.05562130177514793,10.0,0.04020833333333333,0.1670027199184748,3.0,0.032259659514588736,8.0
79,2.0,0.26779624893435633,0.05562130177514793,10.0,0.04020833333333333,0.09852209101237805,3.0,0.019031361359121424,8.0
80,2.0,0.26779624893435633,0.05562130177514793,10.0,0.04020833333333333,0.8233867121572085,3.0,0.1590523495425404,8.0
81,2.0,0.26779624893435633,0.05562130177514793,10.0,0.04020833333333333,0.3368412660406485,3.0,0.06506711123171487,8.0
82,2.0,0.26779624893435633,0.05562130177514793,10.0,0.04020833333333333,0.2079575389957651,3.0,0.04017083916220124,8.0
83,2.0,0.1632506979074706,0.00851063829787234,10.0,0.009316770186335404,0.3773950084390775,3.0,0.7547935049109568,1.0
84,2.0,0.26779624893435633,0.05562130177514793,10.0,0.04020833333333333,0.09466170824476212,3.0,0.018285657135022143,8.0
85,2.0,0.26779624893435633,0.05562130177514793,10.0,0.04020833333333333,0.04663561931115165,3.0,0.009008531124308357,8.0
86,2.0,0.26779624893435633,0.05562130177514793,10.0,0.04020833333333333,1.0783091922168129,3.0,0.2082953344074092,8.0
87,2.0,0.1632506979074706,0.10248447204968944,10.0,0.10658016682113068,0.009764906262487766,7.0,0.005,3.0
88,2.0,0.3844269691891195,0.07419354838709677,10.0,0.07343550446998723,1.4616757123393367,4.0,0.2102576585051828,13.0
89,2.0,0.1632506979074706,0.05749128919860628,10.0,0.07343550446998723,0.02096951024316283,7.0,0.005,13.0
90,2.0,0.3844269691891195,0.0995475113122172,10.0,0.10464058234758873,0.7192576788712054,4.0,0.10346305554964542,5.0
91,2.0,0.3844269691891195,0.1067193675889328,10.0,0.08607594936708861,1.413616237785355,4.0,0.20334444752178535,11.0
92,2.0,0.3844269691891195,0.1111111111111111,10.0,0.09421265141318977,1.408410374297127,4.0,0.2025955997039745,8.0
93,17.0,0.3844269691891195,0.10344827586206896,10.0,0.09782608695652174,0.8710692682736307,3.0,0.3371230732557248,10.0
94,2.0,0.3434174339351907,0.8615384615384616,10.0,0.4287773240451597,0.1278033865099978,1.0,0.11746793147846118,1.0
95,2.0,0.28293496386881606,0.3876500857632933,10.0,0.4287773240451597,1.1932024399928334,2.0,0.6298598468114063,1.0
96,2.0,0.26779624893435633,0.05562130177514793,10.0,0.04020833333333333,0.054246610928820965,3.0,0.010478734713053857,8.0
97,2.0,0.26779624893435633,0.05562130177514793,10.0,0.04020833333333333,0.3369235964788204,3.0,0.06508301487630466,8.0
98,2.0,0.26779624893435633,0.05562130177514793,10.0,0.04020833333333333,0.13573544906607848,3.0,0.02621980871370879,8.0
99,2.0,0.1632506979074706,0.2611775121735281,10.0,0.4287773240451597,0.01556241815775421,4.0,0.011498021422017566,1.0
100,2.0,0.22964049889948646,0.2611775121735281,10.0,0.4287773240451597,0.022439018616329222,1.0,0.016578677820133614,1.0
101,2.0,0.1632506979074706,0.1946564885496183,10.0,0.1946564885496183,0.02629013224515937,7.0,0.005,1.0
102,2.0,0.26779624893435633,0.05562130177514793,10.0,0.04020833333333333,0.1426329102195913,3.0,0.027552180716009397,8.0
103,2.0,0.26779624893435633,0.05562130177514793,10.0,0.04020833333333333,0.31733810002037083,3.0,0.061299714535554516,8.0
104,-7.0,0.1632506979074706,0.2611775121735281,10.0,0.4287773240451597,0.05892260284144005,4.0,0.043533938160782513,1.0
105,2.0,0.26779624893435633,0.031413612565445025,10.0,0.4287773240451597,0.3988422610951538,2.0,0.04208271018253209,2.0
106,18.0,0.22681636618806006,0.3093922651933701,10.0,0.4287773240451597,0.13535431846635912,2.0,0.07610697187006817,2.0
107,2.0,0.1632506979074706,0.2611775121735281,10.0,0.4287773240451597,0.017304700266497094,4.0,0.012785276192224467,1.0
108,2.0,0.3844269691891195,0.10861423220973784,10.0,0.09977827050997784,1.3769526314016625,4.0,0.19807049792714285,6.0
109,4.0,0.0027301733495608696,0.000843668269636379,10.0,0.0023768651789251288,0.07856970190407805,7.0,0.010398768540150378,82.0
110,4.0,0.11814305562209552,0.7285714285714285,10.0,0.7285714285714285,0.07583193801394372,2.0,0.06756514486189771,14.0
111,2.0,0.11814305562209552,0.2611775121735281,10.0,0.4287773240451597,0.02139168067073463,3.0,0.015804870432845397,1.0
112,2.0,0.26779624893435633,0.05562130177514793,10.0,0.04020833333333333,0.046324593211391124,3.0,0.008948450689191355,8.0
113,2.0,0.1632506979074706,0.2611775121735281,10.0,0.4287773240451597,0.015267116105424909,4.0,0.011279842647406228,1.0
114,2.0,0.3844269691891195,0.1067193675889328,10.0,0.08607594936708861,1.374181039417616,4.0,0.1976718127495909,11.0
115,2.0,0.26779624893435633,0.05562130177514793,10.0,0.04020833333333333,0.221505469988275,3.0,0.04278787223303307,8.0
116,2.0,0.26779624893435633,0.05562130177514793,10.0,0.04020833333333333,0.06738288973047137,3.0,0.013016249560936713,8.0
117,2.0,0.1632506979074706,0.0,10.0,0.0,1.328445611276224,3.0,0.21442752246512664,3.0
118,4.0,0.0027301733495608696,0.000843668269636379,10.0,0.0023768651789251288,0.11742436860207962,7.0,0.015541217549190542,82.0
119,2.0,0.26779624893435633,0.05562130177514793,10.0,0.04020833333333333,0.048401149818615805,3.0,0.009349575947178407,8.0
120,6.0,0.1632506979074706,0.08928571428571429,10.0,0.0847457627118644,0.046774215827268574,2.0,0.011724023310169352,4.0
121,2.0,0.3844269691891195,0.18292682926829268,10.0,0.13266097750193948,0.7302814512544269,4.0,0.10504879207767509,2.0
122,2.0,0.26779624893435633,0.05562130177514793,10.0,0.04020833333333333,0.07268862907932738,3.0,0.01404115110116795,8.0
123,5.0,0.19031692944736425,0.5014005602240896,10.0,0.5014005602240896,0.522241802211409,1.0,0.04810827883544265,1.0
124,2.0,0.26779624893435633,0.05562130177514793,10.0,0.04020833333333333,0.26401541956436797,3.0,0.05099945405623059,8.0
125,2.0,0.3844269691891195,0.07419354838709677,10.0,0.07343550446998723,1.5051309362196954,4.0,0.2165085618661477,13.0
126,2.0,0.28293496386881606,0.3876500857632933,10.0,0.4287773240451597,0.2982496656498315,2.0,0.15743806953569783,1.0
127,2.0,0.26779624893435633,0.05562130177514793,10.0,0.04020833333333333,0.055079063137003545,3.0,0.010639538230572896,8.0
128,4.0,0.0027301733495608696,0.000843668269636379,10.0,0.0023768651789251288,0.09559650089721543,7.0,0.012652280230005869,82.0
129,3.0,0.19031692944736425,0.5014005602240896,10.0,0.5014005602240896,0.7987155266455095,1.0,0.07357670164156031,1.0
130,6.0,0.19031692944736425,0.5014005602240896,10.0,0.5014005602240896,0.860167788133418,1.0,0.07923760913347354,1.0
131,2.0,0.26779624893435633,0.05562130177514793,10.0,0.04020833333333333,0.16161465013144685,3.0,0.031218854329767703,8.0
132,2.0,0.26779624893435633,0.05562130177514793,10.0,0.04020833333333333,0.946461569397741,3.0,0.18282653113266295,8.0
133,2.0,0.26779624893435633,0.05562130177514793,10.0,0.04020833333333333,0.22900668768838178,3.0,0.04423687096232551,8.0
134,2.0,0.1632506979074706,0.3741007194244605,10.0,0.3374233128834356,1.26521047615625,1.0,0.6526104834686384,3.0
135,2.0,0.26779624893435633,0.05562130177514793,10.0,0.04020833333333333,0.3218662741198256,3.0,0.062174414987993254,8.0
136,2.0,0.26779624893435633,0.05562130177514793,10.0,0.04020833333333333,0.07149941163906655,3.0,0.013811431790426466,8.0
137,5.0,0.0027301733495608696,0.0,10.0,0.012557077625570777,1.152701036903025,3.0,0.10618541576414452,2.0
138,5.0,0.0027301733495608696,0.0,10.0,0.012557077625570777,0.2569728734552707,3.0,0.023672028162017186,2.0
139,2.0,0.26779624893435633,0.05562130177514793,10.0,0.04020833333333333,0.05932365461608835,3.0,0.011459459462757886,8.0
140,2.0,0.26779624893435633,0.05562130177514793,10.0,0.04020833333333333,0.05277381086819024,3.0,0.010194236182058634,8.0
141,2.0,0.26779624893435633,0.05562130177514793,10.0,0.04020833333333333,0.04984650639985589,3.0,0.009628773263310367,8.0
142,2.0,0.26779624893435633,0.05562130177514793,10.0,0.04020833333333333,0.6708101145717439,3.0,0.12957936197440797,8.0
143,6.0,0.0027301733495608696,0.000843668269636379,11.0,0.0023768651789251288,0.09852812692473005,7.0,0.013040283490392716,82.0
144,4.0,0.0027301733495608696,0.000843668269636379,10.0,0.0023768651789251288,0.0588874445526847,7.0,0.007793804621683615,82.0
145,6.0,0.0027301733495608696,0.0,10.0,0.012557077625570777,0.11141295007757811,3.0,0.010263225282838698,2.0
146,5.0,0.11814305562209552,0.8021978021978022,10.0,0.8021978021978022,0.11172484456844124,2.0,0.09954519831145167,10.0
147,18.0,0.11814305562209552,0.6041666666666666,10.0,0.6062176165803109,0.0023326400378756067,1.0,0.005,1.0
148,6.0,0.0027301733495608696,0.0,10.0,0.012557077625570777,0.24085189685827604,3.0,0.022186983429971944,2.0
149,5.0,0.19031692944736425,0.5014005602240896,10.0,0.5014005602240896,0.6758314877568551,1.0,0.062256773626897806,1.0
150,5.0,0.19031692944736425,0.5014005602240896,10.0,0.5014005602240896,1.535999275890273,1.0,0.14149438276037135,1.0
151,6.0,0.19031692944736425,0.5014005602240896,10.0,0.5014005602240896,0.6143997103561092,1.0,0.05659775310414854,1.0
152,6.0,0.22681636618806006,0.14220183486238533,11.0,0.14220183486238533,0.292712709469826,5.0,1.4410666718477112,8.0
153,6.0,0.1632506979074706,0.16233766233766234,11.0,0.14935064935064934,0.08610358324606275,2.0,0.021581984843825792,2.0
154,6.0,0.0027301733495608696,0.000843668269636379,11.0,0.0023768651789251288,0.06773543180239365,7.0,0.00896484344741638,82.0
155,4.0,0.19031692944736425,0.5014005602240896,10.0,0.5014005602240896,1.9660831699569818,1.0,0.1811131873271081,1.0
156,5.0,0.0027301733495608696,0.0,10.0,0.012557077625570777,0.11667736047837561,3.0,0.010748176357979264,2.0
157,6.0,0.11814305562209552,0.0002735603884557516,10.0,0.012557077625570777,14.072260619423608,2.0,1.2963195111106716,2.0
158,4.0,0.0027301733495608696,0.000843668269636379,10.0,0.0023768651789251288,0.08556949013644084,7.0,0.011325196614769698,82.0
159,4.0,0.0027301733495608696,0.000843668269636379,10.0,0.0023768651789251288,0.06373100059814361,7.0,0.00843485348667058,82.0
160,4.0,0.0027301733495608696,0.0,10.0,0.012557077625570777,0.24085189685827604,3.0,0.022186983429971944,2.0
161,3.0,0.0027301733495608696,0.0,10.0,0.012557077625570777,0.24085189685827604,3.0,0.022186983429971944,2.0
162,5.0,0.19031692944736425,0.5014005602240896,10.0,0.5014005602240896,1.873925261812282,1.0,0.17262371305840224,1.0
163,6.0,0.19031692944736425,0.5014005602240896,10.0,0.5014005602240896,2.9798406436358458,1.0,0.2744992912520368,1.0
164,2.0,0.26779624893435633,0.05562130177514793,10.0,0.04020833333333333,0.0716091855566291,3.0,0.013832636649879528,8.0
165,2.0,0.26779624893435633,0.05562130177514793,10.0,0.04020833333333333,0.09435068214500159,3.0,0.01822557669990514,8.0
166,2.0,0.1632506979074706,0.00851063829787234,10.0,0.009316770186335404,0.6749260899972238,3.0,0.42205406692279906,1.0
167,2.0,0.1632506979074706,0.0,10.0,0.0,0.6384903203864979,3.0,0.44613879343260787,3.0
168,2.0,0.26779624893435633,0.05562130177514793,10.0,0.04020833333333333,0.5391271526290158,3.0,0.10414236598884133,8.0
169,2.0,0.26779624893435633,0.05562130177514793,10.0,0.04020833333333333,0.14174557105262744,3.0,0.02738077476876383,8.0
170,2.0,0.26779624893435633,0.05562130177514793,10.0,0.04020833333333333,0.2184043568171333,3.0,0.04218883495348412,8.0
171,2.0,0.26779624893435633,0.05562130177514793,10.0,0.04020833333333333,0.05742090671167103,3.0,0.011091908565571513,8.0
172,2.0,0.26779624893435633,0.05562130177514793,10.0,0.04020833333333333,0.06311085477199592,3.0,0.012191027113888458,8.0
173,2.0,0.26779624893435633,0.05562130177514793,10.0,0.04020833333333333,1.0559793478192998,3.0,0.20398191258033252,8.0
174,2.0,0.3844269691891195,0.11643835616438356,10.0,0.1049902786779002,1.3183145083966523,4.0,0.18963558015564874,4.0
175,6.0,0.0027301733495608696,0.000843668269636379,11.0,0.0023768651789251288,0.0588874445526847,7.0,0.007793804621683615,82.0
176,2.0,0.26779624893435633,0.05562130177514793,10.0,0.04020833333333333,0.46084005375399895,3.0,0.08901976705556731,8.0
177,2.0,0.26779624893435633,0.05562130177514793,10.0,0.04020833333333333,0.06663276796046069,3.0,0.012871349688007471,8.0
178,5.0,0.19031692944736425,0.5014005602240896,10.0,0.5014005602240896,1.3209573288569185,1.0,0.12168498047700296,1.0
179,5.0,0.0027301733495608696,0.0,10.0,0.012557077625570777,0.11667736047837561,3.0,0.010748176357979264,2.0
180,2.0,0.26779624893435633,0.05562130177514793,10.0,0.04020833333333333,0.09734202139858075,3.0,0.018803409120001027,8.0
181,2.0,0.26779624893435633,0.05562130177514793,10.0,0.04020833333333333,0.09134104723849533,3.0,0.017644210136567074,8.0
182,2.0,0.26779624893435633,0.05562130177514793,10.0,0.04020833333333333,0.05691777625617606,3.0,0.010994719626411652,8.0
183,2.0,0.26779624893435633,0.05562130177514793,10.0,0.04020833333333333,0.11119183066438766,3.0,0.021478755554328773,8.0
184,-1.0,0.1632506979074706,0.2169811320754717,10.0,0.4287773240451597,0.016788906015095247,4.0,0.012404190599236661,1.0
185,1.0,0.0027301733495608696,0.000843668269636379,10.0,0.0023768651789251288,0.05525477751859052,7.0,0.007313017972943392,82.0
186,5.0,0.11814305562209552,0.0960960960960961,10.0,0.15129151291512916,0.03817528871741437,3.0,0.033660338691191796,4.0
187,1.0,0.0027301733495608696,0.000843668269636379,10.0,0.0023768651789251288,0.05370398983736903,7.0,0.007107769871434408,82.0
188,2.0,0.26779624893435633,0.05562130177514793,10.0,0.04020833333333333,0.1437763885275344,3.0,0.02777306466864544,8.0
189,18.0,0.11814305562209552,0.6041666666666666,10.0,0.6062176165803109,0.0019797371058418683,1.0,0.005,1.0
190,4.0,0.0027301733495608696,0.000843668269636379,10.0,0.0023768651789251288,0.07905830624199717,7.0,0.010463435750214854,82.0
191,4.0,0.0027301733495608696,0.000843668269636379,10.0,0.0023768651789251288,0.057793395709083234,7.0,0.007649006303495769,82.0
192,6.0,0.0027301733495608696,0.000843668269636379,11.0,0.0023768651789251288,0.06773543180239365,7.0,0.00896484344741638,82.0
193,6.0,0.0027301733495608696,0.000843668269636379,11.0,0.0023768651789251288,0.07700829238942354,7.0,0.01019211462972695,82.0
194,5.0,0.19031692944736425,0.5014005602240896,10.0,0.5014005602240896,2.5190306188251825,1.0,0.23205003293934343,1.0
195,5.0,0.0027301733495608696,0.0,10.0,0.012557077625570777,0.4817242778037147,3.0,0.04437585382910786,2.0
196,6.0,0.19031692944736425,0.5014005602240896,10.0,0.5014005602240896,1.9353570392130275,1.0,0.1782827335811515,1.0
197,6.0,0.19031692944736425,0.5014005602240896,10.0,0.5014005602240896,3.0105667743798,1.0,0.27732974499799345,1.0
198,5.0,0.19031692944736425,0.5014005602240896,10.0,0.5014005602240896,1.4438413677455728,1.0,0.13300490849166546,1.0
199,5.0,0.0027301733495608696,0.0,10.0,0.012557077625570777,9.805056549877566,3.0,0.9032298688105443,2.0
200,6.0,0.0027301733495608696,0.000843668269636379,11.0,0.0023768651789251288,0.10943674986044562,7.0,0.01448404924552783,82.0
201,2.0,0.26779624893435633,0.05562130177514793,10.0,0.04020833333333333,0.403437442695255,3.0,0.07793139263323798,8.0
202,2.0,0.26779624893435633,0.05562130177514793,10.0,0.04020833333333333,0.08806612536454628,3.0,0.01701159849621745,8.0
203,4.0,0.0027301733495608696,0.000843668269636379,10.0,0.0023768651789251288,0.05370398983736903,7.0,0.007107769871434408,82.0
204,4.0,0.0027301733495608696,0.000843668269636379,10.0,0.0023768651789251288,0.05370398983736903,7.0,0.007107769871434408,82.0
205,4.0,0.26779624893435633,0.07567567567567568,10.0,0.018549747048903883,0.01942476977651921,4.0,0.005,5.0
206,4.0,0.0027301733495608696,0.000843668269636379,10.0,0.0023768651789251288,0.10032321677491109,7.0,0.013277865196933936,82.0
207,4.0,0.0027301733495608696,0.000843668269636379,10.0,0.0023768651789251288,0.06930746315048118,7.0,0.009172903166754254,82.0
208,2.0,0.26779624893435633,0.05562130177514793,10.0,0.04020833333333333,0.05102657601365318,3.0,0.009856725502430762,8.0
209,2.0,0.26779624893435633,0.05562130177514793,10.0,0.04020833333333333,0.3011738906592871,3.0,0.058177298981091426,8.0
210,5.0,0.0027301733495608696,0.0,10.0,0.012557077625570777,0.29822782500081996,3.0,0.027472384058254938,2.0
211,6.0,0.19031692944736425,0.5014005602240896,10.0,0.5014005602240896,0.9830313429349096,1.0,0.09055565017897206,1.0
212,5.0,0.0027301733495608696,0.0,10.0,0.012557077625570777,0.24085189685827604,3.0,0.022186983429971944,2.0
213,6.0,0.19031692944736425,0.5014005602240896,10.0,0.5014005602240896,2.242556894391082,1.0,0.20658161013322576,1.0
214,5.0,0.19031692944736425,0.5014005602240896,10.0,0.5014005602240896,1.6588833147789275,1.0,0.15281431077503385,1.0
215,6.0,0.0027301733495608696,0.0,10.0,0.012557077625570777,0.24085189685827604,3.0,0.022186983429971944,2.0
216,6.0,0.0027301733495608696,0.0,10.0,0.012557077625570777,2.0022580678861974,3.0,0.18444557487068106,2.0
217,5.0,0.0027301733495608696,0.0,10.0,0.012557077625570777,7.1967357951104525,3.0,0.6629545372854511,2.0
218,6.0,0.0027301733495608696,0.000843668269636379,11.0,0.0023768651789251288,0.060013358896585246,7.0,0.007942820366614796,82.0
