,kunwe,history
0,2000410611,0.4287773240451597
1,2000079120,0.13266097750193948
2,2002798569,0.10658016682113068
3,2001388083,0.4287773240451597
4,2002798569,0.10658016682113068
5,2002213918,0.04020833333333333
6,2002213918,0.04020833333333333
7,2002213918,0.04020833333333333
8,2002213918,0.04020833333333333
9,2002213918,0.04020833333333333
10,2002213918,0.04020833333333333
11,2002213918,0.04020833333333333
12,2002213918,0.04020833333333333
13,2000031166,0.8864864864864865
14,2001005182,0.4287773240451597
15,2002213918,0.04020833333333333
16,2002213918,0.04020833333333333
17,2002213918,0.04020833333333333
18,2002213918,0.04020833333333333
19,2002213918,0.04020833333333333
20,2002213918,0.04020833333333333
21,2002213918,0.04020833333333333
22,2002213918,0.04020833333333333
23,2002213918,0.04020833333333333
24,2002213918,0.04020833333333333
25,2000008478,0.4287773240451597
26,2000511811,0.07343550446998723
27,2002798569,0.10658016682113068
28,2002213918,0.04020833333333333
29,2000008478,0.4287773240451597
30,2000079120,0.13266097750193948
31,2002399649,0.4287773240451597
32,2002213918,0.04020833333333333
33,2002213918,0.04020833333333333
34,2002213918,0.04020833333333333
35,2002213918,0.04020833333333333
36,2002213918,0.04020833333333333
37,2002213918,0.04020833333333333
38,2002213918,0.04020833333333333
39,2002213918,0.04020833333333333
40,2002213918,0.04020833333333333
41,2002798569,0.10658016682113068
42,2002213918,0.04020833333333333
43,2002213918,0.04020833333333333
44,2002213918,0.04020833333333333
45,2002213918,0.04020833333333333
46,2002213918,0.04020833333333333
47,2001593943,0.4287773240451597
48,2002213975,0.6301703163017032
49,2002213918,0.04020833333333333
50,2002213918,0.04020833333333333
51,2002213918,0.04020833333333333
52,2002213918,0.04020833333333333
53,2002213918,0.04020833333333333
54,2002213918,0.04020833333333333
55,2002213918,0.04020833333333333
56,2000008478,0.4287773240451597
57,2002213918,0.04020833333333333
58,2002213918,0.04020833333333333
59,2002213918,0.04020833333333333
60,2002213918,0.04020833333333333
61,2000081520,0.4287773240451597
62,2002213918,0.04020833333333333
63,2002213918,0.04020833333333333
64,2002213918,0.04020833333333333
65,2002213918,0.04020833333333333
66,2002213918,0.04020833333333333
67,2002253691,0.02998236331569665
68,2000074093,0.08607594936708861
69,2002213918,0.04020833333333333
70,2002213918,0.04020833333333333
71,2002213918,0.04020833333333333
72,2002213918,0.04020833333333333
73,2002213918,0.04020833333333333
74,2002213918,0.04020833333333333
75,2000015072,0.782258064516129
76,2002213918,0.04020833333333333
77,2002213918,0.04020833333333333
78,2002213918,0.04020833333333333
79,2002213918,0.04020833333333333
80,2002213918,0.04020833333333333
81,2002213918,0.04020833333333333
82,2002213918,0.04020833333333333
83,2002744236,0.009316770186335404
84,2002213918,0.04020833333333333
85,2002213918,0.04020833333333333
