,amount/mean_amount
307,0.23335472095675122
308,0.06773543180239365
309,0.06773543180239365
310,0.1350353684340333
311,0.3370014726525835
312,1.1456284667522296
313,0.061309222575414164
314,0.15206216742717069
315,0.049753913124166826
316,0.24576807777730875
317,0.06773543180239365
318,0.22249343524633786
319,0.0588874445526847
320,0.02190440577688266
321,1.873925261812282
322,0.7372837492447636
323,0.9215995655341639
324,0.24085189685827604
325,0.1536101696326086
326,15.041854401179826
327,0.06773543180239365
328,10.956840699211675
329,0.06773543180239365
330,0.28987793597482986
331,2.601192292434516
332,14.345231564952895
333,0.2155599150988835
334,0.2895378553976581
335,0.2340532766341914
336,0.001283986558193984
337,0.06773543180239365
338,0.11881582878180576
339,1.181583599802342
340,0.35226484693585414
341,3.342634311373295
342,1.7203150921796733
343,0.06773543180239365
344,0.17708362468130123
345,0.2383466185076611
346,0.009764906262487766
347,0.16533945921845059
348,1.922267707516103
349,0.012206132828109707
350,0.1536101696326086
351,0.1536101696326086
352,10.139315884197464
353,0.2569728734552707
354,3.955374810669231
355,0.41064449534936726
356,0.698987610953087
357,0.20140393244075785
358,2.8724717310988086
359,0.09964846092901322
360,0.05046242852259709
361,0.07055750370321454
362,1.0012621805096558
363,3.0438329319319215
364,0.12288403888865437
365,0.255211241959284
366,15.756400813674066
367,0.11667736047837561
368,0.11667736047837561
369,4.271649116460333
370,4.9506556377273965
371,24.976805822585032
372,2.016161833727084
373,0.949365886630755
374,0.17207370161498778
375,9.834649357302533
376,0.07200254209456151
377,0.16742351993579788
378,0.4649474278361306
379,0.05432894136699287
380,0.16397986453902352
381,0.24085189685827604
382,0.24085189685827604
383,2.150398986246382
384,1.2902311981129642
385,1.1862949398497484
386,2.210253488935605
387,0.06373100059814361
388,3.4902919787579334
389,0.022523453602264147
390,3.1885530077359454
391,0.29822782500081996
392,0.2989242839643496
393,1.3557597929462373
394,0.7473004678672927
395,2.8271727420127184
396,0.11627721059131303
397,0.07835726523541758
398,0.07780492989690034
399,0.09852812692473005
400,0.0588874445526847
401,0.02333827090976618
402,0.11742436860207962
403,1.873925261812282
404,0.1536101696326086
405,0.071442451670519
406,0.102946809632868
407,0.0894570811729276
408,1.7817673536675818
409,0.11141295007757811
410,0.06773543180239365
411,0.09852812692473005
412,0.13039362722380185
413,0.06029332422122411
414,0.1253709616828822
415,0.1591150648266986
416,0.061309222575414164
417,7.128462332597386
418,1.0051131888962315
419,0.24636280464555718
420,1.002716550698203
421,0.11629845425817908
422,0.0638792721949337
423,0.0674911296334341
424,0.06203150724885979
425,0.13200763548898187
426,0.09852812692473005
427,2.0582410781016818
428,0.18531548941474754
429,0.07511760603834527
430,0.07666839371956678
431,0.11742436860207962
432,0.11742436860207962
433,0.8294416573894637
434,1.2423407737002157
435,0.6029898003249348
436,0.05370398983736903
437,0.07275955901621396
438,0.057060489202204585
439,0.14704866204678338
440,0.10780098751175993
441,1.2977078899273264
442,0.28589115022204264
443,0.14073929298756716
444,0.19703358246583969
445,0.06560441113201772
446,0.08556949013644084
447,1.105915381823564
448,0.42651966290041027
449,0.3934652715588381
450,0.522241802211409
451,0.24085189685827604
452,0.5836735796121549
453,2.119672855502428
454,0.12386119966249212
455,0.0010536811378914184
456,0.08636612764391763
457,0.24576807777730875
458,0.06773543180239365
459,0.09852812692473005
460,0.14076675362102817
461,0.10501704780149489
462,0.14871952119793191
463,1.0366371039634183
464,0.05752784987325764
465,20.32877648696122
466,1.8299991167429606
467,0.09317472287448597
468,4.501320572246884
469,0.06753361696716619
470,0.17395376613263303
471,0.11742436860207962
472,0.24474828596373754
473,0.11742436860207962
474,2.8876827354911456
475,0.16756619657373908
476,1.2258295788913596
477,0.016942529669102705
478,0.7987155266455095
479,0.11141295007757811
480,0.8908734347902095
481,2.488324972168391
482,0.07130617793830993
483,0.41385710140355675
484,0.11667736047837561
485,1.013757473678864
486,0.8641809524164471
487,0.1725623059529069
488,0.24085189685827604
489,1.2796818932242067
490,0.11667736047837561
491,0.009764906262487766
492,0.0440655578925733
493,2.146332638144281
494,0.001179179221666704
495,0.24576807777730875
496,0.24085189685827604
497,0.2569728734552707
498,1.312168193148612
499,0.24085189685827604
500,0.24085189685827604
501,0.24085189685827604
502,2.088967208845636
503,1.3516834596008727
504,0.3620767246867569
505,0.860167788133418
506,2.7033669192017453
507,1.382409590344827
508,10.80785503692442
509,0.8159836121236117
510,0.05370398983736903
511,0.9592559839991721
512,0.0624257113835132
513,0.12100037016405148
514,1.9660831699569818
515,2.3347148025357822
516,1.9046309084690733
517,0.3750598118860257
518,9.5482334307232
519,0.11141295007757811
520,0.4915156714674548
521,1.382409590344827
522,1.9353570392130275
523,0.11141295007757811
524,0.24085189685827604
525,0.4915156714674548
526,1.9353570392130275
527,22.292319956917876
528,0.09852812692473005
529,2.3543385580375875
530,23.84060968510573
531,3.2249737147111133
532,0.061309222575414164
533,0.1132812352873884
534,0.21557099131291466
535,5.571057185622158
536,0.11141295007757811
537,0.06773543180239365
538,0.0588874445526847
539,0.09960093210146545
540,0.06373100059814361
541,0.14928986890115145
542,0.21596311736024268
543,0.9412407594527501
544,0.11141295007757811
545,1.597431053291019
546,0.2569728734552707
547,1.1673676433114726
548,1.013757473678864
549,0.24085189685827604
550,0.07275955901621396
551,0.06773543180239365
552,0.1811447473667902
553,0.06773543180239365
554,0.22284638424231887
555,0.06773543180239365
556,0.0764559570509063
557,1.9660831699569818
558,0.18431581628940025
559,0.7045706620460336
560,0.5931372278812929
561,0.23335472095675122
562,0.2989242839643496
563,2.6134417765577727
564,1.0033720414874072
565,0.05370398983736903
566,0.24085189685827604
567,0.24085189685827604
568,0.1536101696326086
569,1.3230565539799388
570,0.15956715361230284
571,0.5665863646215628
572,0.09852812692473005
573,0.06773543180239365
574,1.3209573288569185
575,2.3654409332797366
576,0.0013534069157830862
577,18.57601464301078
578,0.2569728734552707
579,4.345432798420148
580,0.11667736047837561
581,2.9837121361095837
582,4.137253020586277
583,0.29822782500081996
584,15.041854401179826
585,0.08623542825919985
586,0.35226484693585414
587,0.11667736047837561
588,7.242374341308806
589,8.449604018238768
590,0.06773543180239365
591,2.119672855502428
592,1.4745674984895272
593,0.33425933431989696
594,0.740641015270079
595,0.9315609293430281
596,0.3192430677033092
597,0.06373100059814361
598,0.11190950699239562
599,1.5774245010085528
600,0.130903475228587
601,0.1595399381640195
602,0.2799812556438092
603,3.634621451445863
604,0.05385269550543136
605,3.299965957813524
606,0.2714346389920918
607,0.08565446480390503
608,2.755091155857749
609,0.053406578501244355
610,0.041146143482106566
611,0.28385320659260127
612,0.3816769080830564
613,0.06693879429491685
614,0.06640770262326566
615,3.7488132757212074
616,12.015473911510473
617,0.04459339644458011
618,0.9601235305648781
619,19.392517280647912
620,7.728850927334252
621,0.2989242839643496
622,0.061309222575414164
623,0.07700829238942354
624,1.5565652994015597
625,0.9973901593609477
626,0.39977688033573294
627,0.11061577337151128
628,2.4575988414244367
629,0.11667736047837561
630,0.7225352064876656
631,0.20817731345383614
632,0.10122607261671812
633,0.17851205931341188
634,0.06399654643396922
635,0.10562995217455239
636,0.32211326543434127
637,1.597431053291019
638,0.11141295007757811
639,0.10167218962090512
640,1.2785663322640899
641,0.25422634067363115
642,0.47136402782233544
643,1.2902311981129642
644,0.5529679329553633
645,1.9255656455492876
646,0.07288702101741026
647,0.1970562538494601
648,0.49094114127436633
649,1.2977078899273264
650,0.29822782500081996
651,6.016749954106796
652,0.29822782500081996
653,0.1518877360612575
654,0.06773543180239365
655,0.07644533521747328
656,0.11385543256858358
657,0.09852812692473005
658,0.13748901195706184
659,0.05593895882457676
660,0.05557795711089641
661,0.10394526197557225
662,0.09852812692473005
663,0.08603685080749389
664,0.7524507095960792
665,0.5836735796121549
666,0.7225761746619908
667,5.348210801379839
668,0.6758314877568551
669,8.133739394190918
670,0.0881281419993528
671,0.042377151045472336
672,0.24085189685827604
673,0.24085189685827604
674,1.5667254066342273
675,1.8572716989490587
676,12.410898730098001
677,0.061309222575414164
678,0.024368893609721918
679,0.09852812692473005
680,0.24190163460368716
681,0.12662287635507835
682,0.09852812692473005
683,0.4922138877167
684,1.5786061771885562
685,0.11106189037569829
686,2.7213137255407327
687,0.24085189685827604
688,0.29822782500081996
689,12.479172192611067
690,0.06773543180239365
691,0.08927651000456618
692,0.1412916283260844
693,0.053842073671998336
694,0.21628954295087088
695,1.1553534552865552
696,1.074779569336357
697,2.525810851676015
698,0.24085189685827604
699,0.13895482497081912
700,0.054043888507225794
701,0.3432227839162228
702,0.09559650089721543
703,0.16091015467687964
704,0.06773543180239365
705,0.09852812692473005
706,0.08082153059187915
707,0.15208341109403672
708,0.05949288905836707
709,0.05370398983736903
710,0.009874900629891856
711,2.733977166484263
712,0.05370398983736903
713,0.18004754994001118
714,1.9046309084690733
715,0.3405953540205218
716,0.16921642842150433
717,0.09852812692473005
718,0.5460283995914229
719,0.14928986890115145
720,0.08805697753808274
721,0.24318581870687628
722,0.07227095467829488
723,0.05550970152098309
724,1.5085127841580594
725,0.11323603383505274
726,0.11667736047837561
727,0.10633200025987923
728,0.042377151045472336
729,1.0752097351667724
730,0.526039512661116
731,0.20260193910976332
732,0.4994917171879506
733,0.07511760603834527
734,0.08380626578655886
735,0.02190440577688266
736,0.054241360541702935
737,0.35226484693585414
738,0.0010594822819796443
739,0.09219893673406819
740,0.7142545673702617
741,0.11155340612625327
742,1.270168095574664
743,0.7372837492447636
744,0.2989242839643496
745,0.29822782500081996
746,1.5513444905728946
747,0.19859641969724853
748,0.1124852160557235
749,1.2595255514561725
750,1.3516834596008727
751,0.4915156714674548
752,0.23335472095675122
753,1.3516834596008727
754,0.39935776332275474
755,1.4131152370016187
756,4.063601367586146
757,0.0295037676203419
758,0.054130905971361006
759,0.7372837492447636
760,1.5619321302381703
761,3.1787616140722057
762,0.5357639800454621
763,0.3043114748217192
764,0.05599830585890219
765,0.08310522477997928
766,0.009764906262487766
767,0.5504620121545861
768,0.11742436860207962
769,0.11022276553448938
770,0.06638645895639961
771,0.875817630725672
772,5.204576382195435
773,2.088967208845636
774,0.409640775078398
775,0.3500320814351268
776,23.175593795370748
777,0.07099628118357158
778,0.24085189685827604
779,1.074779569336357
780,50.139514670599425
781,0.05370398983736903
782,1.605296942761471
783,0.7225761746619908
784,4.007404392062326
785,7.965749395370139
786,2.5645257764133977
787,0.08178811743428431
788,0.1808260923637995
789,0.0453257868823975
790,3.5366848824187085
791,0.019529812524975532
792,0.3910017398214704
793,1.0394485042377388
794,4.684674660967743
795,1.4175474026376425
796,0.009764906262487766
797,0.009022884805932023
798,11.724354064755088
799,0.09075294485175651
800,10.731084629302948
801,0.21227327057147838
802,1.7203150921796733
803,0.13222478263481646
804,0.00109970354765801
805,0.04136926204763407
806,0.45103032653262176
807,0.07835726523541758
808,0.05370398983736903
809,0.5621541419443868
810,0.11340931556439657
811,0.07275955901621396
812,0.02378136499304283
813,0.08175354166556256
814,0.003752179996264467
815,0.2666221793724051
816,0.1354283762710552
817,0.06373100059814361
818,0.06773543180239365
819,0.09440685555271675
820,0.9295471839626195
821,0.17112835843944865
822,0.06773543180239365
823,0.31012567074399994
824,0.6685201391116189
825,3.5948958447811594
826,13.758956506271087
827,4.65750786634291
828,3.264301850636916
829,0.028322335900180056
830,8.913691496995455
831,0.9830313429349096
832,0.4636573129262696
833,33.09208377941305
834,0.17138972741067557
835,0.06773543180239365
836,0.19329357892651755
837,0.09852812692473005
838,0.10260691096301122
839,1.1682689431466287
840,0.11667736047837561
841,0.08833116682902706
842,0.14686809087842198
843,0.3765598968878385
844,0.7044887256973831
845,0.633844900656564
846,0.24085189685827604
847,0.4817242778037147
848,1.9660831699569818
849,0.4817242778037147
850,0.046579846671934745
851,0.1346848479307435
852,1.873925261812282
853,0.11141295007757811
854,0.9874357393946935
855,0.3301003593913342
856,0.0764559570509063
857,0.09444934288644885
858,0.09547339291004628
859,0.9467030982028749
860,1.716657229715092
861,1.1673676433114726
862,0.09852812692473005
863,0.3071998551780546
864,0.8294416573894637
865,0.1728384736221655
866,2.527698945723572
867,1.5023521207669057
868,0.0699168376608733
869,0.06368851326441152
870,0.6865446653429138
871,0.09960093210146545
872,0.06773543180239365
873,1.3730893306858276
874,0.22284638424231887
875,1.5050068520132045
876,0.09852812692473005
877,1.5023644047692244
878,6.653047153639763
879,0.1829504590504043
880,0.06976420198810122
881,0.10321118354552175
882,0.16626355872712367
883,0.226754900128195
884,0.4001669527557438
885,1.832266267196629
886,0.05370398983736903
887,0.06373100059814361
888,0.08261662044206018
889,0.06773543180239365
890,0.07700829238942354
891,0.06773543180239365
892,0.12984304043978037
893,0.10843829751774138
894,0.023778391207249026
895,0.8229018598276097
896,2.5867100428105325
897,2.0565356583014966
898,1.2924646921303526
899,2.4948548404216853
900,1.1673676433114726
901,3.789904354569456
902,1.5052731451463188
903,2.027514947357728
904,0.2569728734552707
905,0.07875027307243947
906,0.042377151045472336
907,0.2569728734552707
908,0.09317472287448597
909,0.27647372443410034
910,0.06373100059814361
911,0.07700829238942354
912,0.522241802211409
913,12.256325808368748
914,24.958344385222134
915,2.0051258400889664
916,23.064180845293166
917,0.3500320814351268
918,7.843766656316641
919,0.09852812692473005
920,0.11742436860207962
921,0.15888934679023156
922,0.5981428030043042
923,0.001297909304005726
924,0.07835726523541758
925,0.009003347063242012
926,0.06602531661967678
927,4.12258641417783
928,0.5931372278812929
929,1.5023644047692244
930,19.387287199599974
931,0.05370398983736903
932,0.11046706770344894
933,0.8880792131822858
934,2.77035961152113
935,0.42742834808913466
936,0.14148282132787882
937,9.691901764911448
938,0.3347500935213023
939,16.917585436465718
940,0.06092633821894076
941,0.009764906262487766
942,0.09852812692473005
943,0.6244831944960865
944,9.212113994358106
945,1.11706440255755
946,0.06773543180239365
947,0.17274368202670445
948,0.05315165449885178
949,0.13249711849798362
950,0.1308230662551549
951,0.4265811151618982
952,0.7225761746619908
953,11.03070142116674
954,0.19696979801954084
955,0.35257632842549924
956,0.03156943987020389
957,0.8908734347902095
958,0.053321603833780165
959,0.029294718787463297
960,6.646697245382192
961,8.192815501567962
962,0.09852812692473005
963,0.11141295007757811
964,0.09151771685893424
965,1.221563953964918
966,5.494032284407034
967,5.757831092371075
968,1.3705493038776608
969,0.1022115829298577
970,0.021541249394949523
971,0.08442233212567425
972,0.09852812692473005
973,0.13829627129797165
974,0.1266759855222435
975,0.09852812692473005
976,1.873925261812282
977,2.211830763647128
978,0.06773543180239365
979,0.012206132828109707
980,0.1272279704549818
981,0.09075294485175651
982,0.06773543180239365
983,0.04380881155376532
984,0.5595638090217322
985,0.8339891247395689
986,0.009764906262487766
987,3.999630982044007
988,0.05145652385743978
989,0.07946716848881412
990,0.023778391207249026
991,0.05385269550543136
992,0.50082315598201
993,0.07635172227413384
994,0.12378488800064331
995,0.33310963207254357
996,0.06728455222313293
997,0.17820880733631725
998,0.1799743378437814
999,0.039059625049951065
1000,0.07352108128750996
1001,1.9693909353975811
1002,1.4853966176710223
1003,0.255471349647417
1004,9.60846803617972
1005,0.548869587812691
1006,0.07700829238942354
1007,0.07093260366573385
1008,0.06773543180239365
1009,3.664532534393258
1010,1.088525490216293
1011,0.48577893022591667
1012,0.019529812524975532
1013,0.07510365526570321
1014,0.5048228033907226
1015,0.0715725942507749
1016,0.06259446442081006
1017,0.06773543180239365
1018,11.1643966847828
1019,0.12687308110900594
1020,0.0588874445526847
1021,0.06773543180239365
1022,0.097179154078736
1023,0.39935776332275474
1024,0.8159836121236117
1025,0.08918216019309874
1026,0.15418661504304848
1027,0.38539038701128264
1028,0.09852812692473005
1029,0.3049655340438487
1030,0.08132075676323126
1031,0.1843737847304295
1032,8.36469382850635
1033,9.645686940529037
1034,0.08887113409333823
1035,0.10743984517503713
1036,0.384422849010216
1037,0.01942476977651921
1038,0.2605101553439098
1039,2.211830763647128
1040,1.0581895339315768
1041,0.7339548191315569
1042,0.3777372067727074
1043,0.06373100059814361
1044,0.10552690058559829
1045,0.11811453535324401
1046,0.09905266494726364
1047,8.860903399163496
1048,0.14411485810668556
1049,0.06779454192133089
1050,0.05005690640851742
1051,0.04828222807458972
1052,0.36637221994088354
1053,0.17976506493213312
1054,8.111745487132318
1055,1.3521169086902152
1056,0.11141295007757811
1057,3.1334303291812917
1058,0.11667736047837561
1059,12.291906667770247
1060,0.07103882200006409
1061,0.12561380217894108
1062,10.069498094506692
1063,0.09441170115340879
1064,0.12164123647499012
1065,0.020595868072302875
1066,0.042377151045472336
1067,0.182956529270897
1068,0.7264213921549393
1069,0.16190738057828033
1070,0.09852812692473005
1071,0.1728384736221655
1072,12.753019336692725
1073,74.46539238058801
1074,1.5052731451463188
1075,3.2870404988139006
1076,1.8124730003243734
1077,0.2989242839643496
1078,0.025815305414627572
1079,0.4251581768205892
1080,0.23031091082984126
1081,0.5168372358541212
1082,0.08793805579405664
1083,0.17130892960781005
1084,0.062116481916323976
1085,0.08682202096550418
1086,0.009764906262487766
1087,0.07096446916603293
1088,0.4716766317053756
1089,0.24085189685827604
1090,0.24085189685827604
1091,4.811194003633002
1092,0.029686711938257445
1093,9.911266541815836
1094,0.047432641592955564
1095,0.2324691271633185
1096,0.02132474553887332
1097,2.62988495942254
1098,0.07748265507904765
1099,4.076234798257266
1100,0.08225547810533737
1101,17.071623130224733
1102,0.2592220475757078
1103,0.27132909496756646
1104,0.07780492989690034
1105,0.09589779716059164
1106,11.644896290651221
1107,0.0010006973552189559
1108,1.9046309084690733
1109,0.6504926719366741
1110,2.9798406436358458
1111,2.1811251169903363
1112,0.0883948978296252
1113,0.1266759855222435
1114,0.1334301967972652
1115,0.50082315598201
1116,0.8880792131822858
1117,0.06773543180239365
1118,0.10548358695113567
1119,0.08111377725225219
1120,0.07561683220969741
1121,0.16626355872712367
1122,1.4745674984895272
1123,4.865613154675116
1124,0.06824527980717879
1125,0.029430945124860948
1126,0.11667736047837561
1127,1.3910948433017847
1128,0.11742436860207962
1129,0.09852812692473005
1130,0.4216386965178329
1131,0.4076128504492971
1132,0.012206132828109707
1133,0.3823305343839586
1134,0.4296154240106362
1135,0.11425904141802641
1136,0.12752323827788575
1137,0.29822782500081996
1138,0.08976762108676561
1139,0.07151770729199365
1140,0.08887113409333823
1141,0.19773261297346229
1142,0.2905937278206548
1143,0.0928229951255896
1144,0.20764651289600458
1145,1.0386266703225175
1146,0.028986905518269806
1147,0.05385269550543136
1148,1.3989802569297822
1149,0.7846341285737527
1150,9.673372139408622
1151,9.935739959120498
1152,0.05385209684613752
1153,0.07835726523541758
1154,0.3187119121634561
1155,0.014600022264716779
1156,1.1631479213559694
1157,1.013757473678864
1158,1.535999275890273
1159,0.8159836121236117
1160,1.996809300700936
1161,0.24085189685827604
1162,0.23335472095675122
1163,0.29822782500081996
1164,0.08552302960768081
1165,0.17604626731893874
1166,0.07856970190407805
1167,0.017607891642758357
1168,0.18462870873282206
1169,2.062858814914635
1170,1.490923027992972
1171,0.07835726523541758
1172,1.8230890031104963
1173,0.5836735796121549
1174,1.6896094455228816
1175,0.7065576185008093
1176,2.261135961447593
1177,1.371412261222511
1178,1.0769875665201802
1179,5.413657459864463
1180,4.395885105101722
1181,0.1852580842988815
1182,0.14367091901508175
1183,0.0875982603221484
1184,20.205894862590515
1185,0.18443669113701924
1186,0.210359323226488
1187,0.17378525779579418
1188,0.2089376890588889
1189,0.7733767108253286
1190,1.3024192299747328
1191,1.0310255591569661
1192,1.1576644559531515
1193,1.3689310609918124
1194,0.6143997103561092
1195,0.24085189685827604
1196,0.29822782500081996
1197,0.12485051125626745
1198,0.08314771211371137
1199,0.9565976412877283
1200,0.06773543180239365
1201,0.061309222575414164
1202,0.12549696201117783
1203,0.11141295007757811
1204,1.3755474211453438
1205,2.92967511417455
1206,0.10636549337520729
1207,0.17588586432917805
1208,0.1086294905195358
1209,0.06773543180239365
1210,0.8752908725124608
1211,0.8187234268167595
1212,0.0888253949610205
1213,4.149584441058184
1214,0.21434527125002842
1215,0.020539496042479906
1216,0.11753527687839548
1217,0.2455120391326141
1218,0.03937360697724026
1219,1.0412676027382843
1220,2.965706623493627
1221,0.06373100059814361
1222,5.525870611266664
1223,0.7664326052771949
1224,0.08883454278748404
1225,0.05370398983736903
1226,0.05370398983736903
1227,2.0397849155681467
1228,0.06208461641602491
1229,0.24085189685827604
1230,0.38987363096645417
1231,0.07724197272495006
1232,0.030120094594290405
1233,0.9215995655341639
1234,1.4131152370016187
1235,2.035313235102315
1236,0.2849957353349072
1237,0.11237754363608644
1238,8.33486772022642
1239,0.029294718787463297
1240,0.08359382911789838
1241,0.3630272446062284
1242,0.0130547644337796
1243,0.5589810277564876
1244,0.08887113409333823
1245,0.2911014104529013
1246,0.7380133638971694
1247,0.07843020348148408
1248,8.300389248902823
1249,0.05370398983736903
1250,0.2243968531060637
1251,9.146951745512782
1252,0.9637409636343449
1253,0.04724759029972397
1254,0.06773543180239365
1255,0.182956529270897
1256,0.042377151045472336
1257,12.70859882927582
1258,2.593320632672794
1259,0.6523121092677749
1260,0.24866217969104001
1261,0.3287083114920122
1262,6.75013265935298
