,kunnr,kunwe,kunwe_label,kunwe_y,rank
1926,2002214045,2002214045,2002214045,2002214045,2.0
1927,2002214045,2002214045,2002214045,2002214045,2.0
1928,2002213963,2002213963,2002213963,2002213963,16.0
1929,2002213963,2002369802,2002369802,2002369802,8.0
1930,2002214045,2002214045,2002214045,2002214045,2.0
1931,2002214045,2002214045,2002214045,2002214045,2.0
1932,2002213931,2001832528,2001832528,2001832528,7.0
1933,2002213931,2002736497,2002736497,2002736497,1.0
1934,2002213931,2002905099,others,2002610008,4.0
1935,2002213895,2002837501,2002837501,2002837501,8.0
1936,2002213981,2002213981,2002213981,2002213981,82.0
1937,2002213879,2002213879,2002213879,2002213879,5.0
1938,2002213906,2000853687,others,2000853687,2.0
1939,2002214045,2002214045,2002214045,2002214045,2.0
1940,2002213981,2002213981,2002213981,2002213981,82.0
1941,2002213981,2000022908,2000022908,2000022908,19.0
1942,2002213887,2002466368,2002466368,2002466368,7.0
1943,2002213946,2002319689,others,2001442456,2.0
1944,2002213895,2000299984,2000299984,2000299984,7.0
1945,2002253256,2002253256,2002253256,2002253256,1.0
1946,2002213973,2001956087,2001956087,2001956087,1.0
1947,2002213918,2002814058,others,2002623378,3.0
1948,2002213981,2002213981,2002213981,2002213981,82.0
1949,2002213879,2002213879,2002213879,2002213879,5.0
1950,2002214045,2000079129,others,2000022296,1.0
1951,2002213981,2002213981,2002213981,2002213981,82.0
1952,999999999,2001212422,others,2002254365,1.0
1953,2002213981,2002213981,2002213981,2002213981,82.0
1954,2002214045,2002214045,2002214045,2002214045,2.0
1955,2002213931,2002827267,others,2002610008,4.0
1956,2002213931,2001834194,others,2002610008,4.0
1957,2002213931,2002213931,2002213931,2002213931,13.0
1958,999999999,2000012675,others,2002254365,1.0
1959,2002213963,2001075321,2001075321,2001075321,1.0
1960,2002213963,2000015072,2000015072,2000015072,11.0
1961,2002253256,2002253256,2002253256,2002253256,1.0
1962,2002253256,2002253256,2002253256,2002253256,1.0
1963,2002213981,2002213981,2002213981,2002213981,82.0
1964,2002214045,2002214045,2002214045,2002214045,2.0
1965,2002214045,2002214045,2002214045,2002214045,2.0
1966,2002214045,2002214045,2002214045,2002214045,2.0
1967,2002214045,2002214045,2002214045,2002214045,2.0
1968,2002214045,2000021904,others,2000022296,1.0
1969,2002213931,2001048282,2001048282,2001048282,11.0
1970,2002213931,2002851867,others,2002610008,4.0
1971,2002213981,2000862974,2000862974,2000862974,15.0
1972,2002213879,2000541384,2000541384,2000541384,4.0
1973,2002213981,2000437152,others,2000053029,20.0
1974,2002214045,2001013306,others,2000022296,1.0
1975,2002213981,2002213981,2002213981,2002213981,82.0
1976,2002213896,2000061442,2000061442,2000061442,2.0
1977,2002214045,2002214045,2002214045,2002214045,2.0
1978,2002213981,2002213981,2002213981,2002213981,82.0
1979,2002214045,2000042894,others,2000022296,1.0
1980,2002213981,2002213981,2002213981,2002213981,82.0
1981,2002213981,2002213981,2002213981,2002213981,82.0
1982,2002213981,2002213981,2002213981,2002213981,82.0
1983,2002213918,2002213918,2002213918,2002213918,8.0
1984,2002213918,2002213918,2002213918,2002213918,8.0
1985,2002213963,2001070322,2001070322,2001070322,3.0
1986,2002213931,2002736497,2002736497,2002736497,1.0
1987,2002213931,2002716541,others,2002610008,4.0
1988,2002213931,2002450551,others,2002610008,4.0
1989,2002213977,2000945818,others,2001644492,7.0
1990,2002213931,2002784198,2002784198,2002784198,6.0
1991,2002213931,2002739241,2002739241,2002739241,9.0
1992,2002213931,2002213931,2002213931,2002213931,13.0
1993,2002213931,2002213931,2002213931,2002213931,13.0
1994,2002213981,2000043794,others,2000053029,20.0
1995,2002213887,2002856131,others,2002479890,1.0
1996,2002213918,2002213918,2002213918,2002213918,8.0
1997,2002213931,2002739241,2002739241,2002739241,9.0
1998,2002213931,2002827265,2002827265,2002827265,10.0
1999,2002213931,2002577891,others,2002610008,4.0
2000,2002214045,2002214045,2002214045,2002214045,2.0
2001,2002213896,2000006551,2000006551,2000006551,5.0
2002,2002214045,2002214045,2002214045,2002214045,2.0
2003,2002213895,2002837501,2002837501,2002837501,8.0
2004,2002213981,2002213981,2002213981,2002213981,82.0
2005,2002213853,2000012822,2000012822,2000012822,4.0
2006,2002213931,2002858495,others,2002610008,4.0
2007,2002213931,2002213931,2002213931,2002213931,13.0
2008,2002213981,2002213981,2002213981,2002213981,82.0
2009,2002253691,2000848719,2000848719,2000848719,3.0
2010,2002213981,2000022908,2000022908,2000022908,19.0
2011,999999999,2000008478,others,2002254365,1.0
2012,2002213981,2002213981,2002213981,2002213981,82.0
2013,2002213981,2000077016,others,2000053029,20.0
2014,2002213896,2000006551,2000006551,2000006551,5.0
2015,2002213981,2002213981,2002213981,2002213981,82.0
2016,2002213879,2002213879,2002213879,2002213879,5.0
2017,2002213981,2002213981,2002213981,2002213981,82.0
2018,2002253691,2001802322,2001802322,2001802322,3.0
2019,2002213977,2001083919,others,2001644492,7.0
2020,2002213977,2001083919,others,2001644492,7.0
2021,2002213896,2000006551,2000006551,2000006551,5.0
2022,2002214045,2000078471,others,2000022296,1.0
2023,2002214045,2002214045,2002214045,2002214045,2.0
2024,2002214045,2002686575,others,2000022296,1.0
2025,2002214045,2000078471,others,2000022296,1.0
2026,2002213931,2002851875,others,2002610008,4.0
2027,2002213931,2002739241,2002739241,2002739241,9.0
2028,2002213981,2002213981,2002213981,2002213981,82.0
2029,2002213981,2002213981,2002213981,2002213981,82.0
2030,2002213981,2000053019,2000053019,2000053019,3.0
2031,2002213981,2001339364,2001339364,2001339364,71.0
2032,2002213981,2002213981,2002213981,2002213981,82.0
2033,2002213981,2002213981,2002213981,2002213981,82.0
2034,2002213981,2000862974,2000862974,2000862974,15.0
2035,2002213918,2002213918,2002213918,2002213918,8.0
2036,2002213981,2002213981,2002213981,2002213981,82.0
2037,2002214045,2000042274,others,2000022296,1.0
2038,2002213981,2000043754,2000043754,2000043754,22.0
2039,2002214045,2002214045,2002214045,2002214045,2.0
2040,2002214045,2002214045,2002214045,2002214045,2.0
2041,2002213981,2000025227,others,2000053029,20.0
2042,2002213981,2002213981,2002213981,2002213981,82.0
2043,2002213981,2002213981,2002213981,2002213981,82.0
2044,2002213981,2002213981,2002213981,2002213981,82.0
2045,2002213981,2002213981,2002213981,2002213981,82.0
2046,2002214045,2002214045,2002214045,2002214045,2.0
2047,2002214045,2002214045,2002214045,2002214045,2.0
2048,2002214045,2002214045,2002214045,2002214045,2.0
2049,2002214045,2002214045,2002214045,2002214045,2.0
2050,2002213931,2001832528,2001832528,2001832528,7.0
2051,2002213981,2002213981,2002213981,2002213981,82.0
2052,2002213918,2002213918,2002213918,2002213918,8.0
2053,2002213918,2002213918,2002213918,2002213918,8.0
2054,2002213981,2002788993,others,2000053029,20.0
2055,2002213981,2002788993,others,2000053029,20.0
2056,2002213981,2000541360,2000541360,2000541360,75.0
2057,2002213887,2001431615,2001431615,2001431615,8.0
2058,2002213887,2001431615,2001431615,2001431615,8.0
2059,2002213887,2001431615,2001431615,2001431615,8.0
2060,2002213981,2002213981,2002213981,2002213981,82.0
2061,2002214045,2000042894,others,2000022296,1.0
2062,2002214045,2000519653,others,2000022296,1.0
2063,2002213887,2001431615,2001431615,2001431615,8.0
2064,2002213887,2001431615,2001431615,2001431615,8.0
2065,2002213887,2001431615,2001431615,2001431615,8.0
2066,2002213887,2001431615,2001431615,2001431615,8.0
2067,2002213931,2002858495,others,2002610008,4.0
2068,2002213931,2002858495,others,2002610008,4.0
2069,2002214045,2002214045,2002214045,2002214045,2.0
2070,2002213918,2002213918,2002213918,2002213918,8.0
2071,2002213981,2002213981,2002213981,2002213981,82.0
2072,2002213879,2000541384,2000541384,2000541384,4.0
2073,2002213931,2002739241,2002739241,2002739241,9.0
2074,2002213902,2001942268,others,2000054011,1.0
2075,2002213981,2002213981,2002213981,2002213981,82.0
2076,2002213918,2002213918,2002213918,2002213918,8.0
2077,2002213918,2002213918,2002213918,2002213918,8.0
2078,2002213981,2002213981,2002213981,2002213981,82.0
2079,2002213981,2002213981,2002213981,2002213981,82.0
2080,2002213906,2000853687,others,2000853687,2.0
2081,2002213931,2002877572,others,2002610008,4.0
2082,999999999,2000056679,others,2002254365,1.0
2083,2002213918,2002213918,2002213918,2002213918,8.0
2084,2002213981,2002213981,2002213981,2002213981,82.0
2085,2002213981,2002213981,2002213981,2002213981,82.0
2086,2002213981,2002213981,2002213981,2002213981,82.0
2087,2002213981,2002213981,2002213981,2002213981,82.0
2088,2002213981,2002213981,2002213981,2002213981,82.0
2089,2002213981,2002213981,2002213981,2002213981,82.0
2090,2002213879,2002213879,2002213879,2002213879,5.0
2091,2002214045,2002214045,2002214045,2002214045,2.0
2092,2002213981,2002213981,2002213981,2002213981,82.0
2093,2002253256,2002253256,2002253256,2002253256,1.0
2094,2002213981,2002213981,2002213981,2002213981,82.0
2095,2002213895,2002837501,2002837501,2002837501,8.0
2096,2002214045,2000078471,others,2000022296,1.0
2097,2002214045,2000078471,others,2000022296,1.0
2098,2002213981,2002213981,2002213981,2002213981,82.0
2099,2002213981,2002213981,2002213981,2002213981,82.0
2100,2002213981,2001115356,2001115356,2001115356,9.0
2101,2002214045,2000078471,others,2000022296,1.0
2102,2002214045,2002214045,2002214045,2002214045,2.0
2103,2002214022,2000573535,2000573535,2000573535,12.0
2104,2002213981,2002213981,2002213981,2002213981,82.0
2105,2002213981,2002885409,others,2000053029,20.0
2106,2002213981,2000539079,2000539079,2000539079,73.0
2107,2002213879,2002213879,2002213879,2002213879,5.0
2108,2002214045,2001102833,others,2000022296,1.0
2109,2002214045,2002214045,2002214045,2002214045,2.0
2110,2002214045,2002214045,2002214045,2002214045,2.0
2111,2002213981,2001339282,2001339282,2001339282,17.0
2112,2002214045,2002214045,2002214045,2002214045,2.0
2113,2002214045,2002214045,2002214045,2002214045,2.0
2114,2002213981,2002213981,2002213981,2002213981,82.0
2115,2002213981,2002213981,2002213981,2002213981,82.0
2116,2002213981,2000539099,2000539099,2000539099,81.0
2117,2002213879,2002213879,2002213879,2002213879,5.0
2118,2002213895,2000079403,2000079403,2000079403,1.0
2119,2002214045,2002214045,2002214045,2002214045,2.0
2120,2002253691,2002744236,2002744236,2002744236,1.0
2121,2002214045,2002214045,2002214045,2002214045,2.0
2122,2002214045,2000078471,others,2000022296,1.0
2123,2002214045,2002214045,2002214045,2002214045,2.0
2124,2002214045,2002214045,2002214045,2002214045,2.0
2125,2002214045,2002214045,2002214045,2002214045,2.0
2126,2002214045,2002214045,2002214045,2002214045,2.0
2127,2002214045,2002214045,2002214045,2002214045,2.0
2128,2002214045,2002214045,2002214045,2002214045,2.0
2129,999999999,2002861470,others,2002254365,1.0
2130,2002213977,2001083919,others,2001644492,7.0
2131,2002214045,2000519656,others,2000022296,1.0
2132,2002213981,2002213981,2002213981,2002213981,82.0
2133,2002214045,2002214045,2002214045,2002214045,2.0
2134,2002213981,2002213981,2002213981,2002213981,82.0
2135,2002213887,2001431615,2001431615,2001431615,8.0
2136,2002214045,2000042274,others,2000022296,1.0
2137,2002213975,2002213975,2002213975,2002213975,1.0
2138,2002213918,2000059449,2000059449,2000059449,5.0
2139,2002214045,2002214045,2002214045,2002214045,2.0
2140,2002214045,2002214045,2002214045,2002214045,2.0
2141,2002213887,2001431615,2001431615,2001431615,8.0
2142,2002213918,2002213918,2002213918,2002213918,8.0
2143,2002253256,2002253256,2002253256,2002253256,1.0
2144,2002214045,2002214045,2002214045,2002214045,2.0
2145,2002213902,2001942268,others,2000054011,1.0
2146,2002213887,2002466368,2002466368,2002466368,7.0
2147,2002213918,2002213918,2002213918,2002213918,8.0
2148,2002213963,2000015607,others,2000056414,6.0
2149,2002213981,2000043794,others,2000053029,20.0
2150,2002213963,2001075320,2001075320,2001075320,15.0
2151,2002213981,2001014902,2001014902,2001014902,6.0
2152,2002213981,2000034788,others,2000053029,20.0
2153,2002213918,2000078414,others,2002623378,3.0
2154,2002213906,2000853687,others,2000853687,2.0
2155,2002213981,2002885409,others,2000053029,20.0
2156,2002213887,2001431615,2001431615,2001431615,8.0
2157,2002213887,2001431615,2001431615,2001431615,8.0
2158,2002213887,2001431615,2001431615,2001431615,8.0
2159,2002213887,2001431615,2001431615,2001431615,8.0
2160,2002213981,2002213981,2002213981,2002213981,82.0
2161,2002213981,2002213981,2002213981,2002213981,82.0
2162,2002213981,2001115345,2001115345,2001115345,33.0
2163,2002213896,2000006551,2000006551,2000006551,5.0
2164,2002214045,2002214045,2002214045,2002214045,2.0
2165,2002214045,2002214045,2002214045,2002214045,2.0
2166,2002213918,2002213918,2002213918,2002213918,8.0
2167,2002213918,2002213918,2002213918,2002213918,8.0
2168,2002213918,2002213918,2002213918,2002213918,8.0
2169,2002213981,2002788993,others,2000053029,20.0
2170,2002213896,2000006551,2000006551,2000006551,5.0
2171,2002214045,2002214045,2002214045,2002214045,2.0
2172,2002213981,2002213981,2002213981,2002213981,82.0
2173,2002213918,2002213918,2002213918,2002213918,8.0
2174,2002213918,2002213918,2002213918,2002213918,8.0
2175,2002213918,2002213918,2002213918,2002213918,8.0
2176,2002214022,2000878264,2000878264,2000878264,10.0
2177,2002213981,2000539083,2000539083,2000539083,48.0
2178,2002213981,2002213981,2002213981,2002213981,82.0
2179,2002213981,2002213981,2002213981,2002213981,82.0
2180,2002213981,2002213981,2002213981,2002213981,82.0
2181,2002214045,2000078471,others,2000022296,1.0
2182,2002213902,2001942268,others,2000054011,1.0
2183,2002213918,2002213918,2002213918,2002213918,8.0
2184,2002214045,2000078471,others,2000022296,1.0
2185,2002214045,2002214045,2002214045,2002214045,2.0
2186,2002213981,2002788993,others,2000053029,20.0
2187,2002214045,2002214045,2002214045,2002214045,2.0
2188,2002214045,2002214045,2002214045,2002214045,2.0
2189,2002213981,2002213981,2002213981,2002213981,82.0
2190,2002213981,2002213981,2002213981,2002213981,82.0
2191,2002213981,2000541356,2000541356,2000541356,46.0
2192,2002213906,2002213906,2002213906,2002213906,1.0
2193,2002213931,2002636226,others,2002610008,4.0
2194,2002213963,2001070322,2001070322,2001070322,3.0
2195,2002213963,2000015607,others,2000056414,6.0
2196,2002253140,2000059402,2000059402,2000059402,3.0
2197,2002213981,2000862971,others,2000053029,20.0
2198,2002213896,2000061442,2000061442,2000061442,2.0
2199,2002214045,2000078471,others,2000022296,1.0
2200,2002213981,2000076968,2000076968,2000076968,11.0
2201,2002213918,2001803098,2001803098,2001803098,4.0
2202,2002213981,2002213981,2002213981,2002213981,82.0
2203,2002213981,2002213981,2002213981,2002213981,82.0
2204,2002213981,2002213981,2002213981,2002213981,82.0
2205,2002213981,2002213981,2002213981,2002213981,82.0
2206,2002254220,2002770667,others,2002254220,1.0
2207,2002213981,2001115364,2001115364,2001115364,59.0
2208,2002213981,2002213981,2002213981,2002213981,82.0
2209,2002213853,2000012822,2000012822,2000012822,4.0
2210,2002213887,2002652527,2002652527,2002652527,12.0
2211,2002213887,2001431615,2001431615,2001431615,8.0
2212,2002213887,2001431615,2001431615,2001431615,8.0
2213,2002213887,2000356302,2000356302,2000356302,4.0
2214,2002213887,2002798569,2002798569,2002798569,3.0
2215,2002213931,2002250281,others,2002610008,4.0
2216,2002213981,2000539103,2000539103,2000539103,69.0
2217,2002213990,2000037671,2000037671,2000037671,2.0
2218,2002214045,2000885988,others,2000022296,1.0
2219,2002213981,2002765281,others,2000053029,20.0
2220,2002213981,2002213981,2002213981,2002213981,82.0
2221,2002213887,2001431615,2001431615,2001431615,8.0
2222,2002213931,2001048282,2001048282,2001048282,11.0
2223,2002213931,2001048282,2001048282,2001048282,11.0
2224,2002214045,2000078471,others,2000022296,1.0
2225,2002214045,2002214045,2002214045,2002214045,2.0
2226,2002214045,2002214045,2002214045,2002214045,2.0
2227,2002214045,2002214045,2002214045,2002214045,2.0
2228,2002213931,2002854541,others,2002610008,4.0
2229,999999999,2002884962,others,2002254365,1.0
2230,2002214045,2002214045,2002214045,2002214045,2.0
2231,2002213887,2000434009,2000434009,2000434009,6.0
2232,2002214045,2001249098,others,2000022296,1.0
2233,2002213981,2002213981,2002213981,2002213981,82.0
2234,2002213981,2002213981,2002213981,2002213981,82.0
2235,2002213888,2001388391,others,2001453126,1.0
2236,2002213931,2002814671,others,2002610008,4.0
2237,999999999,2002512769,others,2002254365,1.0
2238,2002213918,2002213918,2002213918,2002213918,8.0
2239,2002213918,2002213918,2002213918,2002213918,8.0
2240,2002213918,2002213918,2002213918,2002213918,8.0
2241,2002214045,2002214045,2002214045,2002214045,2.0
2242,2002213981,2000837005,2000837005,2000837005,8.0
2243,2002214045,2002214045,2002214045,2002214045,2.0
2244,2002213963,2002369802,2002369802,2002369802,8.0
2245,2002213918,2002213918,2002213918,2002213918,8.0
2246,2002213918,2002213918,2002213918,2002213918,8.0
2247,2002214045,2002214045,2002214045,2002214045,2.0
2248,2002214045,2002214045,2002214045,2002214045,2.0
2249,2002214045,2002214045,2002214045,2002214045,2.0
2250,2002214045,2002214045,2002214045,2002214045,2.0
2251,2002214045,2001016666,others,2000022296,1.0
2252,2002213931,2002636236,others,2002610008,4.0
2253,2002213981,2000025225,2000025225,2000025225,13.0
2254,2002214045,2002214045,2002214045,2002214045,2.0
2255,2002214045,2002214045,2002214045,2002214045,2.0
2256,2002213931,2001832528,2001832528,2001832528,7.0
2257,2002213931,2002827265,2002827265,2002827265,10.0
2258,2002213931,2002636226,others,2002610008,4.0
2259,2002213923,2002213923,2002213923,2002213923,2.0
2260,2002213931,2002784198,2002784198,2002784198,6.0
2261,2002213981,2002213981,2002213981,2002213981,82.0
2262,2002213981,2000053019,2000053019,2000053019,3.0
2263,2002213981,2002213981,2002213981,2002213981,82.0
2264,2002213981,2002213981,2002213981,2002213981,82.0
2265,2002213931,2002877572,others,2002610008,4.0
2266,2002213981,2002213981,2002213981,2002213981,82.0
2267,2002253691,2000848718,2000848718,2000848718,3.0
2268,2002213918,2000078414,others,2002623378,3.0
2269,2002213974,2000008815,others,2001019637,2.0
2270,2002213981,2002885409,others,2000053029,20.0
2271,2002213981,2002213981,2002213981,2002213981,82.0
2272,2002213981,2002213981,2002213981,2002213981,82.0
2273,2002213918,2001357465,2001357465,2001357465,2.0
2274,2002214045,2002214045,2002214045,2002214045,2.0
2275,2002214045,2002214045,2002214045,2002214045,2.0
2276,2002214045,2002856943,others,2000022296,1.0
2277,2002254220,2001942616,others,2002254220,1.0
2278,2002213879,2002213879,2002213879,2002213879,5.0
2279,2002214045,2000078471,others,2000022296,1.0
2280,2002214045,2002214045,2002214045,2002214045,2.0
2281,2002214045,2002214045,2002214045,2002214045,2.0
2282,2002214045,2002214045,2002214045,2002214045,2.0
2283,2002214045,2002214045,2002214045,2002214045,2.0
2284,2002213981,2000541378,2000541378,2000541378,38.0
2285,2002213981,2000053019,2000053019,2000053019,3.0
2286,2002214045,2000078471,others,2000022296,1.0
2287,2002253691,2000848718,2000848718,2000848718,3.0
2288,2002213918,2002213918,2002213918,2002213918,8.0
2289,2002213918,2002213918,2002213918,2002213918,8.0
2290,2002213981,2001339364,2001339364,2001339364,71.0
2291,2002214045,2002214045,2002214045,2002214045,2.0
2292,2002214045,2002214045,2002214045,2002214045,2.0
2293,2002214045,2002214045,2002214045,2002214045,2.0
2294,2002214045,2002214045,2002214045,2002214045,2.0
2295,2002214045,2000572893,others,2000022296,1.0
2296,2002213981,2002213981,2002213981,2002213981,82.0
2297,2002253691,2001802322,2001802322,2001802322,3.0
2298,2002213853,2000012822,2000012822,2000012822,4.0
2299,2002213853,2000012822,2000012822,2000012822,4.0
2300,2002213981,2002213981,2002213981,2002213981,82.0
2301,2002213981,2002213981,2002213981,2002213981,82.0
2302,2002213918,2002213918,2002213918,2002213918,8.0
2303,2002213896,2000006551,2000006551,2000006551,5.0
2304,2002213887,2000356302,2000356302,2000356302,4.0
2305,2002213931,2002739241,2002739241,2002739241,9.0
2306,2002213931,2002858497,2002858497,2002858497,3.0
2307,2002213981,2000540767,2000540767,2000540767,62.0
2308,2002213918,2002213918,2002213918,2002213918,8.0
2309,2002214045,2002214045,2002214045,2002214045,2.0
2310,2002213981,2002213981,2002213981,2002213981,82.0
2311,2002213963,2001075321,2001075321,2001075321,1.0
2312,2002213981,2000546354,2000546354,2000546354,28.0
2313,2002213887,2000057340,2000057340,2000057340,10.0
2314,2002213963,2001075321,2001075321,2001075321,1.0
2315,2002213895,2001447863,2001447863,2001447863,11.0
2316,2002214045,2002214045,2002214045,2002214045,2.0
2317,2002214045,2002214045,2002214045,2002214045,2.0
2318,2002213981,2000053019,2000053019,2000053019,3.0
2319,2002213896,2000006551,2000006551,2000006551,5.0
2320,2002213981,2002213981,2002213981,2002213981,82.0
2321,2002213981,2002213981,2002213981,2002213981,82.0
2322,2002213895,2001447863,2001447863,2001447863,11.0
2323,2002213981,2000025227,others,2000053029,20.0
2324,2002213981,2000541356,2000541356,2000541356,46.0
2325,2002213896,2000422371,2000422371,2000422371,3.0
2326,2002214045,2002214045,2002214045,2002214045,2.0
2327,2002214045,2000078471,others,2000022296,1.0
2328,2002236721,2000061369,2000061369,2000061369,2.0
2329,2002213981,2002213981,2002213981,2002213981,82.0
2330,2002213981,2002213981,2002213981,2002213981,82.0
2331,2002214045,2002214045,2002214045,2002214045,2.0
2332,2002214045,2000858975,others,2000022296,1.0
2333,2002213981,2002213981,2002213981,2002213981,82.0
2334,999999999,2002385378,others,2002254365,1.0
2335,2002213931,2002858495,others,2002610008,4.0
2336,2002213931,2002879215,others,2002610008,4.0
2337,2002213931,2002716539,others,2002610008,4.0
2338,2002213887,2000057340,2000057340,2000057340,10.0
2339,2002213981,2002213981,2002213981,2002213981,82.0
2340,2002214022,2001040706,2001040706,2001040706,6.0
2341,999999999,2002702849,others,2002254365,1.0
2342,2002213887,2001431615,2001431615,2001431615,8.0
2343,2002213887,2001431615,2001431615,2001431615,8.0
2344,2002213887,2001431615,2001431615,2001431615,8.0
2345,2002213879,2002213879,2002213879,2002213879,5.0
2346,2002214045,2002214045,2002214045,2002214045,2.0
2347,2002214045,2002214045,2002214045,2002214045,2.0
2348,2002213918,2000059449,2000059449,2000059449,5.0
2349,2002214045,2002214045,2002214045,2002214045,2.0
2350,2002213918,2002213918,2002213918,2002213918,8.0
2351,2002213896,2000422371,2000422371,2000422371,3.0
2352,2002213923,2002213923,2002213923,2002213923,2.0
2353,2002214045,2002214045,2002214045,2002214045,2.0
2354,2002214045,2002214045,2002214045,2002214045,2.0
2355,2002214045,2000078471,others,2000022296,1.0
2356,2002214045,2002214045,2002214045,2002214045,2.0
2357,2002214045,2002214045,2002214045,2002214045,2.0
2358,2002214045,2002214045,2002214045,2002214045,2.0
2359,2002213918,2002213918,2002213918,2002213918,8.0
2360,2002214045,2002214045,2002214045,2002214045,2.0
2361,2002214045,2002214045,2002214045,2002214045,2.0
2362,2002213981,2002213981,2002213981,2002213981,82.0
2363,2002213896,2000006551,2000006551,2000006551,5.0
2364,2002213896,2000006551,2000006551,2000006551,5.0
2365,2002253256,2002253256,2002253256,2002253256,1.0
2366,2002213918,2002213918,2002213918,2002213918,8.0
2367,2002213887,2001431615,2001431615,2001431615,8.0
2368,2002213887,2001431615,2001431615,2001431615,8.0
2369,2002213887,2001431615,2001431615,2001431615,8.0
2370,2002213887,2001431615,2001431615,2001431615,8.0
2371,2002213931,2002758316,others,2002610008,4.0
2372,2002213981,2002213981,2002213981,2002213981,82.0
2373,2002254220,2000354594,others,2002254220,1.0
2374,2002214045,2000875523,others,2000022296,1.0
2375,2002213918,2002213918,2002213918,2002213918,8.0
2376,2002213918,2002213918,2002213918,2002213918,8.0
2377,2002213918,2002213918,2002213918,2002213918,8.0
2378,2002213918,2002213918,2002213918,2002213918,8.0
2379,2002213918,2002213918,2002213918,2002213918,8.0
2380,2002213931,2002858495,others,2002610008,4.0
2381,2002213931,2002636238,others,2002610008,4.0
2382,2002213896,2000061442,2000061442,2000061442,2.0
2383,2002214045,2000553964,others,2000022296,1.0
2384,2002213981,2002213981,2002213981,2002213981,82.0
2385,2002214045,2000078471,others,2000022296,1.0
2386,2002214045,2000078471,others,2000022296,1.0
2387,2002213887,2001431615,2001431615,2001431615,8.0
2388,2002213887,2001431615,2001431615,2001431615,8.0
2389,2002214052,2001419986,others,2000058680,2.0
2390,2002213918,2002213918,2002213918,2002213918,8.0
2391,2002214045,2002214045,2002214045,2002214045,2.0
2392,2002214045,2000078471,others,2000022296,1.0
2393,2002214045,2000078471,others,2000022296,1.0
2394,2002214045,2000078471,others,2000022296,1.0
2395,2002213918,2002213918,2002213918,2002213918,8.0
2396,2002213981,2000720569,others,2000053029,20.0
2397,2002213981,2000539827,2000539827,2000539827,52.0
2398,2002253691,2000848718,2000848718,2000848718,3.0
2399,2002213931,2002858495,others,2002610008,4.0
2400,999999999,2000011091,others,2002254365,1.0
2401,2002213981,2002213981,2002213981,2002213981,82.0
2402,999999999,2000018076,others,2002254365,1.0
2403,2002213931,2002213931,2002213931,2002213931,13.0
2404,2002214045,2001790988,others,2000022296,1.0
2405,2002213918,2002213918,2002213918,2002213918,8.0
2406,2002214045,2002214045,2002214045,2002214045,2.0
2407,2002214045,2002214045,2002214045,2002214045,2.0
2408,2002253140,2000059402,2000059402,2000059402,3.0
2409,2002214045,2000078471,others,2000022296,1.0
2410,2002214045,2002214045,2002214045,2002214045,2.0
2411,2002213981,2002213981,2002213981,2002213981,82.0
2412,2002213931,2001834194,others,2002610008,4.0
2413,2002213918,2002213918,2002213918,2002213918,8.0
2414,2002213879,2002213879,2002213879,2002213879,5.0
2415,2002214045,2002214045,2002214045,2002214045,2.0
2416,2002213853,2000012822,2000012822,2000012822,4.0
2417,2002213887,2002856131,others,2002479890,1.0
2418,2002213915,2002483164,others,2002232918,15.0
2419,2002213981,2000025227,others,2000053029,20.0
2420,2002213981,2002213981,2002213981,2002213981,82.0
2421,2002213853,2000012822,2000012822,2000012822,4.0
2422,2002214045,2002533863,others,2000022296,1.0
2423,2002214045,2002214045,2002214045,2002214045,2.0
2424,2002213981,2002213981,2002213981,2002213981,82.0
2425,999999999,2002835169,others,2002254365,1.0
2426,2002213931,2001834194,others,2002610008,4.0
2427,2002213931,2002213931,2002213931,2002213931,13.0
2428,2002213931,2002577891,others,2002610008,4.0
2429,2002213931,2002577892,others,2002610008,4.0
2430,2002214045,2002214045,2002214045,2002214045,2.0
2431,2002213931,2002814671,others,2002610008,4.0
2432,2002213931,2002900443,others,2002610008,4.0
2433,2002213931,2002785947,others,2002610008,4.0
2434,2002213918,2002213918,2002213918,2002213918,8.0
2435,2002213931,2002213931,2002213931,2002213931,13.0
2436,2002213895,2002837501,2002837501,2002837501,8.0
2437,2002213896,2000422371,2000422371,2000422371,3.0
2438,2002213981,2000030116,others,2000053029,20.0
2439,2002213981,2002213981,2002213981,2002213981,82.0
2440,2002213882,2002765111,others,2002213882,2.0
2441,2002213981,2000025227,others,2000053029,20.0
2442,2002254220,2001790311,others,2002254220,1.0
2443,2002254220,2000080883,others,2002254220,1.0
2444,2002214045,2002214045,2002214045,2002214045,2.0
2445,2002214045,2002214045,2002214045,2002214045,2.0
2446,2002214045,2002214045,2002214045,2002214045,2.0
2447,2002214052,2002850018,others,2000058680,2.0
2448,2002213981,2002213981,2002213981,2002213981,82.0
2449,2002213981,2002213981,2002213981,2002213981,82.0
2450,2002213981,2002213981,2002213981,2002213981,82.0
2451,2002213981,2002213981,2002213981,2002213981,82.0
2452,2002213981,2002213981,2002213981,2002213981,82.0
2453,2002214045,2002214045,2002214045,2002214045,2.0
2454,2002214045,2002214045,2002214045,2002214045,2.0
2455,2002214045,2002214045,2002214045,2002214045,2.0
2456,2002214045,2002214045,2002214045,2002214045,2.0
2457,2002213981,2002213981,2002213981,2002213981,82.0
