,kunnr,xref_x,xref_label,xref_y,rank
2289,2002213918,UNIDENTIFI,others,others,3
2290,2002213981,MULTI GROH,MULTI GROH,MULTI GROH,4
2291,2002214045,APPLIANCE,APPLIANCE,APPLIANCE,3
2292,2002214045,APPLIANCE,APPLIANCE,APPLIANCE,3
2293,2002214045,APPLIANCE,APPLIANCE,APPLIANCE,3
2294,2002214045,APPLIANCE,APPLIANCE,APPLIANCE,3
2295,2002214045,FAMILY,others,BEAUTY,1
2296,2002213981,APPLIANCE,APPLIANCE,APPLIANCE,7
2297,2002253691,MULTI GROH,MULTI GROH,MULTI GROH,3
2298,2002213853,FAMILY,FAMILY,FAMILY,5
2299,2002213853,BABY,others,PHC,3
2300,2002213981,APPLIANCE,APPLIANCE,APPLIANCE,7
2301,2002213981,APPLIANCE,APPLIANCE,APPLIANCE,7
2302,2002213918,UNIDENTIFI,others,others,3
2303,2002213896,MULTI GROH,MULTI GROH,MULTI GROH,2
2304,2002213887,MULTI GROH,MULTI GROH,MULTI GROH,7
2305,2002213931,MULTI GROH,MULTI GROH,MULTI GROH,1
2306,2002213931,FAMILY,FAMILY,FAMILY,3
2307,2002213981,MULTI HABA,MULTI HABA,MULTI HABA,6
2308,2002213918,UNIDENTIFI,others,others,3
2309,2002214045,APPLIANCE,APPLIANCE,APPLIANCE,3
2310,2002213981,APPLIANCE,APPLIANCE,APPLIANCE,7
2311,2002213963,BEAUTY,BEAUTY,BEAUTY,8
2312,2002213981,FABRIC,FABRIC,FABRIC,2
2313,2002213887,MULTI GROH,MULTI GROH,MULTI GROH,7
2314,2002213963,PHC,PHC,PHC,2
2315,2002213895,MULTI GROH,MULTI GROH,MULTI GROH,7
2316,2002214045,PHC,PHC,PHC,2
2317,2002214045,APPLIANCE,APPLIANCE,APPLIANCE,3
2318,2002213981,MULTI GROH,MULTI GROH,MULTI GROH,4
2319,2002213896,MULTI GROH,MULTI GROH,MULTI GROH,2
2320,2002213981,APPLIANCE,APPLIANCE,APPLIANCE,7
2321,2002213981,APPLIANCE,APPLIANCE,APPLIANCE,7
2322,2002213895,MULTI GROH,MULTI GROH,MULTI GROH,7
2323,2002213981,MULTI GROH,MULTI GROH,MULTI GROH,4
2324,2002213981,FABRIC,FABRIC,FABRIC,2
2325,2002213896,MULTI GROH,MULTI GROH,MULTI GROH,2
2326,2002214045,APPLIANCE,APPLIANCE,APPLIANCE,3
2327,2002214045,BEAUTY,others,BEAUTY,1
2328,2002236721,MULTI GROH,MULTI GROH,MULTI GROH,2
2329,2002213981,APPLIANCE,APPLIANCE,APPLIANCE,7
2330,2002213981,APPLIANCE,APPLIANCE,APPLIANCE,7
2331,2002214045,APPLIANCE,APPLIANCE,APPLIANCE,3
2332,2002214045,FAMILY,others,BEAUTY,1
2333,2002213981,APPLIANCE,APPLIANCE,APPLIANCE,7
2334,999999999,PGP,PGP,PGP,5
2335,2002213931,FABRIC,others,others,6
2336,2002213931,MULTI GROC,MULTI GROC,MULTI GROC,2
2337,2002213931,MULTI GROC,MULTI GROC,MULTI GROC,2
2338,2002213887,MULTI GROH,MULTI GROH,MULTI GROH,7
2339,2002213981,APPLIANCE,APPLIANCE,APPLIANCE,7
2340,2002214022,MULTI GROH,MULTI GROH,MULTI GROH,6
2341,999999999,PGP,PGP,PGP,5
2342,2002213887,MULTI GROH,MULTI GROH,MULTI GROH,7
2343,2002213887,MULTI GROH,MULTI GROH,MULTI GROH,7
2344,2002213887,MULTI GROH,MULTI GROH,MULTI GROH,7
2345,2002213879,APPLIANCE,APPLIANCE,APPLIANCE,6
2346,2002214045,APPLIANCE,APPLIANCE,APPLIANCE,3
2347,2002214045,APPLIANCE,APPLIANCE,APPLIANCE,3
2348,2002213918,FAMILY,FAMILY,FAMILY,1
2349,2002214045,FABRIC,others,BEAUTY,1
2350,2002213918,UNIDENTIFI,others,others,3
2351,2002213896,MULTI GROH,MULTI GROH,MULTI GROH,2
2352,2002213923,APPLIANCE,APPLIANCE,APPLIANCE,2
2353,2002214045,APPLIANCE,APPLIANCE,APPLIANCE,3
2354,2002214045,APPLIANCE,APPLIANCE,APPLIANCE,3
2355,2002214045,BEAUTY,others,BEAUTY,1
2356,2002214045,APPLIANCE,APPLIANCE,APPLIANCE,3
2357,2002214045,PHC,PHC,PHC,2
2358,2002214045,APPLIANCE,APPLIANCE,APPLIANCE,3
2359,2002213918,UNIDENTIFI,others,others,3
2360,2002214045,APPLIANCE,APPLIANCE,APPLIANCE,3
2361,2002214045,APPLIANCE,APPLIANCE,APPLIANCE,3
2362,2002213981,APPLIANCE,APPLIANCE,APPLIANCE,7
2363,2002213896,MULTI GROH,MULTI GROH,MULTI GROH,2
2364,2002213896,MULTI GROH,MULTI GROH,MULTI GROH,2
2365,2002253256,PHC,others,PHC,1
2366,2002213918,UNIDENTIFI,others,others,3
2367,2002213887,MULTI GROH,MULTI GROH,MULTI GROH,7
2368,2002213887,MULTI GROH,MULTI GROH,MULTI GROH,7
2369,2002213887,MULTI GROH,MULTI GROH,MULTI GROH,7
2370,2002213887,MULTI GROH,MULTI GROH,MULTI GROH,7
2371,2002213931,MULTI GROC,MULTI GROC,MULTI GROC,2
2372,2002213981,APPLIANCE,APPLIANCE,APPLIANCE,7
2373,2002254220,PGP,PGP,PGP,3
2374,2002214045,FAMILY,others,BEAUTY,1
2375,2002213918,UNIDENTIFI,others,others,3
2376,2002213918,UNIDENTIFI,others,others,3
2377,2002213918,UNIDENTIFI,others,others,3
2378,2002213918,UNIDENTIFI,others,others,3
2379,2002213918,UNIDENTIFI,others,others,3
2380,2002213931,FEM CARE,others,others,6
2381,2002213931,MULTI PAPE,others,others,6
2382,2002213896,MULTI GROH,MULTI GROH,MULTI GROH,2
2383,2002214045,FABRIC,others,BEAUTY,1
2384,2002213981,APPLIANCE,APPLIANCE,APPLIANCE,7
2385,2002214045,BEAUTY,others,BEAUTY,1
2386,2002214045,BEAUTY,others,BEAUTY,1
2387,2002213887,MULTI GROH,MULTI GROH,MULTI GROH,7
2388,2002213887,MULTI GROH,MULTI GROH,MULTI GROH,7
2389,2002214052,GROOMING,others,others,1
2390,2002213918,UNIDENTIFI,others,others,3
2391,2002214045,APPLIANCE,APPLIANCE,APPLIANCE,3
2392,2002214045,BEAUTY,others,BEAUTY,1
2393,2002214045,BEAUTY,others,BEAUTY,1
2394,2002214045,BEAUTY,others,BEAUTY,1
2395,2002213918,UNIDENTIFI,others,others,3
2396,2002213981,MULTI GROH,MULTI GROH,MULTI GROH,4
2397,2002213981,MULTI GROH,MULTI GROH,MULTI GROH,4
2398,2002253691,MULTI GROH,MULTI GROH,MULTI GROH,3
2399,2002213931,APPLIANCE,others,others,6
2400,999999999,MULTI GROH,MULTI GROH,MULTI GROH,4
2401,2002213981,APPLIANCE,APPLIANCE,APPLIANCE,7
2402,999999999,PHC,PHC,PHC,3
2403,2002213931,UNIDENTIFI,others,others,6
2404,2002214045,FAMILY,others,BEAUTY,1
2405,2002213918,UNIDENTIFI,others,others,3
2406,2002214045,APPLIANCE,APPLIANCE,APPLIANCE,3
2407,2002214045,APPLIANCE,APPLIANCE,APPLIANCE,3
2408,2002253140,MULTI GROH,MULTI GROH,MULTI GROH,1
2409,2002214045,BEAUTY,others,BEAUTY,1
2410,2002214045,APPLIANCE,APPLIANCE,APPLIANCE,3
2411,2002213981,APPLIANCE,APPLIANCE,APPLIANCE,7
2412,2002213931,MULTI GROH,MULTI GROH,MULTI GROH,1
2413,2002213918,UNIDENTIFI,others,others,3
2414,2002213879,APPLIANCE,APPLIANCE,APPLIANCE,6
2415,2002214045,APPLIANCE,APPLIANCE,APPLIANCE,3
2416,2002213853,FAMILY,FAMILY,FAMILY,5
2417,2002213887,FAMILY,FAMILY,FAMILY,5
2418,2002213915,FABRIC,FABRIC,FABRIC,1
2419,2002213981,MULTI GROH,MULTI GROH,MULTI GROH,4
2420,2002213981,APPLIANCE,APPLIANCE,APPLIANCE,7
2421,2002213853,FAMILY,FAMILY,FAMILY,5
2422,2002214045,FAMILY,others,BEAUTY,1
2423,2002214045,APPLIANCE,APPLIANCE,APPLIANCE,3
2424,2002213981,APPLIANCE,APPLIANCE,APPLIANCE,7
2425,999999999,PGP,PGP,PGP,5
2426,2002213931,MULTI GROH,MULTI GROH,MULTI GROH,1
2427,2002213931,UNIDENTIFI,others,others,6
2428,2002213931,BABY,BABY,BABY,5
2429,2002213931,MULTI GROC,MULTI GROC,MULTI GROC,2
2430,2002214045,APPLIANCE,APPLIANCE,APPLIANCE,3
2431,2002213931,MULTI GROH,MULTI GROH,MULTI GROH,1
2432,2002213931,MULTI GROC,MULTI GROC,MULTI GROC,2
2433,2002213931,MULTI GROH,MULTI GROH,MULTI GROH,1
2434,2002213918,UNIDENTIFI,others,others,3
2435,2002213931,UNIDENTIFI,others,others,6
2436,2002213895,MULTI GROC,MULTI GROC,MULTI GROC,5
2437,2002213896,MULTI HABA,others,BEAUTY,1
2438,2002213981,FABRIC,FABRIC,FABRIC,2
2439,2002213981,APPLIANCE,APPLIANCE,APPLIANCE,7
2440,2002213882,HAIR,others,FEM CARE,2
2441,2002213981,PHC,others,PHC,1
2442,2002254220,PGP,PGP,PGP,3
2443,2002254220,MULTI GROH,MULTI GROH,MULTI GROH,1
2444,2002214045,APPLIANCE,APPLIANCE,APPLIANCE,3
2445,2002214045,APPLIANCE,APPLIANCE,APPLIANCE,3
2446,2002214045,APPLIANCE,APPLIANCE,APPLIANCE,3
2447,2002214052,MULTI GROH,MULTI GROH,MULTI GROH,2
2448,2002213981,UNIDENTIFI,others,PHC,1
2449,2002213981,APPLIANCE,APPLIANCE,APPLIANCE,7
2450,2002213981,APPLIANCE,APPLIANCE,APPLIANCE,7
2451,2002213981,APPLIANCE,APPLIANCE,APPLIANCE,7
2452,2002213981,APPLIANCE,APPLIANCE,APPLIANCE,7
2453,2002214045,APPLIANCE,APPLIANCE,APPLIANCE,3
2454,2002214045,APPLIANCE,APPLIANCE,APPLIANCE,3
2455,2002214045,APPLIANCE,APPLIANCE,APPLIANCE,3
2456,2002214045,APPLIANCE,APPLIANCE,APPLIANCE,3
2457,2002213981,APPLIANCE,APPLIANCE,APPLIANCE,7
2458,2002213981,APPLIANCE,APPLIANCE,APPLIANCE,7
2459,2002213931,MULTI GROH,MULTI GROH,MULTI GROH,1
2460,2002214045,APPLIANCE,APPLIANCE,APPLIANCE,3
2461,2002214045,APPLIANCE,APPLIANCE,APPLIANCE,3
2462,2002213931,MULTI GROH,MULTI GROH,MULTI GROH,1
2463,2002214045,APPLIANCE,APPLIANCE,APPLIANCE,3
2464,2002214045,APPLIANCE,APPLIANCE,APPLIANCE,3
2465,2002214045,APPLIANCE,APPLIANCE,APPLIANCE,3
2466,2002213879,APPLIANCE,APPLIANCE,APPLIANCE,6
2467,2002213981,APPLIANCE,APPLIANCE,APPLIANCE,7
2468,2002213896,MULTI GROH,MULTI GROH,MULTI GROH,2
2469,2002213981,MULTI GROH,MULTI GROH,MULTI GROH,4
2470,2002213981,APPLIANCE,APPLIANCE,APPLIANCE,7
2471,2002213896,MULTI GROH,MULTI GROH,MULTI GROH,2
2472,2002213896,MULTI GROH,MULTI GROH,MULTI GROH,2
2473,2002213963,PHC,PHC,PHC,2
2474,2002213931,UNIDENTIFI,others,others,6
2475,2002214045,BEAUTY,others,BEAUTY,1
2476,2002214045,APPLIANCE,APPLIANCE,APPLIANCE,3
2477,2002214045,APPLIANCE,APPLIANCE,APPLIANCE,3
2478,999999999,UNIDENTIFI,others,others,1
2479,2002214045,FAMILY,others,BEAUTY,1
2480,2002253691,UNIDENTIFI,others,others,2
2481,2002214022,BEAUTY,others,BEAUTY,2
2482,2002253090,UNIDENTIFI,others,MULTI GROH,1
2483,2002213981,APPLIANCE,APPLIANCE,APPLIANCE,7
2484,2002253691,MULTI GROH,MULTI GROH,MULTI GROH,3
2485,2002213895,MULTI GROH,MULTI GROH,MULTI GROH,7
2486,2002213879,UNIDENTIFI,others,FEM CARE,4
2487,2002213918,FAMILY,FAMILY,FAMILY,1
2488,2002214045,APPLIANCE,APPLIANCE,APPLIANCE,3
2489,2002213887,MULTI GROH,MULTI GROH,MULTI GROH,7
2490,2002213918,UNIDENTIFI,others,others,3
2491,2002213906,UNIDENTIFI,others,others,2
2492,2002213981,APPLIANCE,APPLIANCE,APPLIANCE,7
2493,2002213981,APPLIANCE,APPLIANCE,APPLIANCE,7
2494,2002253485,MULTI GROH,MULTI GROH,MULTI GROH,2
2495,2002213918,MULTI GROC,MULTI GROC,MULTI GROC,2
2496,2002213931,MULTI GROH,MULTI GROH,MULTI GROH,1
2497,2002213931,MULTI GROC,MULTI GROC,MULTI GROC,2
2498,2002213981,FABRIC,FABRIC,FABRIC,2
2499,2002213981,APPLIANCE,APPLIANCE,APPLIANCE,7
2500,2002213918,UNIDENTIFI,others,others,3
2501,2002213963,PHC,PHC,PHC,2
2502,2002213882,BEAUTY,others,FEM CARE,2
2503,2002213963,HAIR,HAIR,HAIR,6
2504,2002213887,MULTI GROH,MULTI GROH,MULTI GROH,7
2505,2002213887,MULTI GROH,MULTI GROH,MULTI GROH,7
2506,2002213887,MULTI GROH,MULTI GROH,MULTI GROH,7
2507,2002213887,MULTI GROH,MULTI GROH,MULTI GROH,7
2508,2002213887,MULTI GROH,MULTI GROH,MULTI GROH,7
2509,2002213895,MULTI GROC,MULTI GROC,MULTI GROC,5
2510,2002213896,MULTI GROH,MULTI GROH,MULTI GROH,2
2511,2002213896,MULTI GROH,MULTI GROH,MULTI GROH,2
2512,2002213981,MULTI GROH,MULTI GROH,MULTI GROH,4
2513,2002213963,PHC,PHC,PHC,2
2514,2002214052,MULTI GROH,MULTI GROH,MULTI GROH,2
2515,2002213981,APPLIANCE,APPLIANCE,APPLIANCE,7
2516,2002213981,UNIDENTIFI,others,PHC,1
2517,2002213931,MULTI GROC,MULTI GROC,MULTI GROC,2
2518,2002213918,UNIDENTIFI,others,others,3
2519,2002213931,MULTI GROH,MULTI GROH,MULTI GROH,1
2520,2002253691,BEAUTY,others,others,2
2521,2002213963,PHC,PHC,PHC,2
2522,2002213981,APPLIANCE,APPLIANCE,APPLIANCE,7
2523,2002213974,FEM CARE,others,MULTI GROC,4
2524,2002214045,PHC,PHC,PHC,2
2525,2002214045,APPLIANCE,APPLIANCE,APPLIANCE,3
2526,2002213879,APPLIANCE,APPLIANCE,APPLIANCE,6
2527,2002214045,APPLIANCE,APPLIANCE,APPLIANCE,3
2528,2002213931,FAMILY,FAMILY,FAMILY,3
2529,2002213931,MULTI GROH,MULTI GROH,MULTI GROH,1
2530,2002214022,HAIR,HAIR,HAIR,7
2531,2002213931,MULTI GROC,MULTI GROC,MULTI GROC,2
2532,2002213931,MULTI GROC,MULTI GROC,MULTI GROC,2
2533,2002213887,MULTI GROH,MULTI GROH,MULTI GROH,7
2534,2002214052,GROOMING,others,others,1
2535,2002253256,PHC,others,PHC,1
2536,2002214022,BEAUTY,others,BEAUTY,2
2537,2002213990,MULTI HABA,others,MULTI GROH,2
2538,2002214045,APPLIANCE,APPLIANCE,APPLIANCE,3
2539,2002214045,APPLIANCE,APPLIANCE,APPLIANCE,3
2540,2002214045,APPLIANCE,APPLIANCE,APPLIANCE,3
2541,2002214045,APPLIANCE,APPLIANCE,APPLIANCE,3
2542,2002213931,FABRIC,others,others,6
2543,2002214045,PHC,PHC,PHC,2
2544,2002213981,APPLIANCE,APPLIANCE,APPLIANCE,7
2545,2002213906,UNIDENTIFI,others,others,2
2546,2002213931,MULTI GROH,MULTI GROH,MULTI GROH,1
2547,2002214052,PHC,PHC,PHC,3
2548,2002213895,FABRIC,FABRIC,FABRIC,4
2549,2002213981,APPLIANCE,APPLIANCE,APPLIANCE,7
2550,2002213981,APPLIANCE,APPLIANCE,APPLIANCE,7
2551,2002213931,PHC,others,others,6
2552,2002213931,MULTI GROC,MULTI GROC,MULTI GROC,2
2553,2002213981,APPLIANCE,APPLIANCE,APPLIANCE,7
2554,2002213918,UNIDENTIFI,others,others,3
2555,2002213918,UNIDENTIFI,others,others,3
2556,2002214045,APPLIANCE,APPLIANCE,APPLIANCE,3
2557,2002214045,PHC,PHC,PHC,2
2558,2002214045,MULTI GROH,others,BEAUTY,1
2559,2002213918,UNIDENTIFI,others,others,3
2560,2002214045,APPLIANCE,APPLIANCE,APPLIANCE,3
2561,2002214045,APPLIANCE,APPLIANCE,APPLIANCE,3
2562,2002214045,APPLIANCE,APPLIANCE,APPLIANCE,3
2563,2002213981,APPLIANCE,APPLIANCE,APPLIANCE,7
2564,2002213974,MULTI GROC,others,MULTI GROC,4
2565,2002213887,MULTI GROH,MULTI GROH,MULTI GROH,7
2566,2002213887,MULTI GROH,MULTI GROH,MULTI GROH,7
2567,2002213887,MULTI GROH,MULTI GROH,MULTI GROH,7
2568,2002214045,APPLIANCE,APPLIANCE,APPLIANCE,3
2569,2002213879,APPLIANCE,APPLIANCE,APPLIANCE,6
2570,2002253256,UNIDENTIFI,others,PHC,1
2571,2002253691,MULTI GROH,MULTI GROH,MULTI GROH,3
2572,2002213963,FABRIC,FABRIC,FABRIC,3
2573,2002213918,FAMILY,FAMILY,FAMILY,1
2574,2002213896,MULTI GROH,MULTI GROH,MULTI GROH,2
2575,2002213931,MULTI GROH,MULTI GROH,MULTI GROH,1
2576,2002213946,PHC,others,FABRIC,2
2577,2002253485,UNIDENTIFI,others,GROOMING,1
2578,2002214045,BEAUTY,others,BEAUTY,1
2579,2002213918,UNIDENTIFI,others,others,3
2580,2002213918,UNIDENTIFI,others,others,3
2581,2002213918,UNIDENTIFI,others,others,3
2582,2002213981,APPLIANCE,APPLIANCE,APPLIANCE,7
2583,2002213906,UNIDENTIFI,others,others,2
2584,2002213981,APPLIANCE,APPLIANCE,APPLIANCE,7
2585,2002213887,MULTI GROH,MULTI GROH,MULTI GROH,7
2586,2002213887,MULTI GROH,MULTI GROH,MULTI GROH,7
2587,2002213896,MULTI GROH,MULTI GROH,MULTI GROH,2
2588,2002213981,APPLIANCE,APPLIANCE,APPLIANCE,7
2589,2002213981,FABRIC,FABRIC,FABRIC,2
2590,2002213981,APPLIANCE,APPLIANCE,APPLIANCE,7
2591,2002213887,MULTI GROH,MULTI GROH,MULTI GROH,7
2592,2002213931,UNIDENTIFI,others,others,6
2593,2002213931,MULTI GROH,MULTI GROH,MULTI GROH,1
2594,2002213887,MULTI GROH,MULTI GROH,MULTI GROH,7
2595,2002213887,MULTI GROH,MULTI GROH,MULTI GROH,7
2596,2002213879,APPLIANCE,APPLIANCE,APPLIANCE,6
2597,2002213981,APPLIANCE,APPLIANCE,APPLIANCE,7
2598,2002213981,APPLIANCE,APPLIANCE,APPLIANCE,7
2599,2002213981,APPLIANCE,APPLIANCE,APPLIANCE,7
2600,2002253691,MULTI GROH,MULTI GROH,MULTI GROH,3
2601,2002213981,APPLIANCE,APPLIANCE,APPLIANCE,7
2602,2002213895,MULTI GROC,MULTI GROC,MULTI GROC,5
2603,2002214045,BEAUTY,others,BEAUTY,1
2604,2002214045,BEAUTY,others,BEAUTY,1
2605,2002213931,BABY,BABY,BABY,5
2606,2002214045,APPLIANCE,APPLIANCE,APPLIANCE,3
2607,2002213887,MULTI GROH,MULTI GROH,MULTI GROH,7
2608,2002213887,MULTI GROH,MULTI GROH,MULTI GROH,7
2609,2002213887,MULTI GROH,MULTI GROH,MULTI GROH,7
2610,2002213887,MULTI GROH,MULTI GROH,MULTI GROH,7
2611,2002254220,PGP,PGP,PGP,3
2612,2002214045,PHC,PHC,PHC,2
2613,2002213887,MULTI GROH,MULTI GROH,MULTI GROH,7
2614,2002213887,MULTI GROH,MULTI GROH,MULTI GROH,7
2615,2002214045,APPLIANCE,APPLIANCE,APPLIANCE,3
2616,2002214045,APPLIANCE,APPLIANCE,APPLIANCE,3
2617,2002213963,FEM CARE,FEM CARE,FEM CARE,1
2618,2002213981,APPLIANCE,APPLIANCE,APPLIANCE,7
2619,2002213853,BABY,others,PHC,3
2620,2002213931,MULTI GROC,MULTI GROC,MULTI GROC,2
2621,2002213963,HAIR,HAIR,HAIR,6
2622,2002254220,FAMILY,others,FAMILY,2
2623,2002213974,UNIDENTIFI,others,MULTI GROC,4
2624,2002213977,MULTI GROC,MULTI GROC,MULTI GROC,5
2625,2002213931,MULTI GROH,MULTI GROH,MULTI GROH,1
2626,2002213981,FABRIC,FABRIC,FABRIC,2
2627,2002213887,MULTI GROH,MULTI GROH,MULTI GROH,7
2628,2002213970,GROOMING,others,FABRIC,1
2629,2002253140,MULTI GROC,others,MULTI GROC,2
2630,2002213931,UNIDENTIFI,others,others,6
2631,2002213931,MULTI GROH,MULTI GROH,MULTI GROH,1
2632,2002214045,APPLIANCE,APPLIANCE,APPLIANCE,3
2633,2002214045,APPLIANCE,APPLIANCE,APPLIANCE,3
2634,2002214045,APPLIANCE,APPLIANCE,APPLIANCE,3
2635,2002213918,UNIDENTIFI,others,others,3
2636,2002213896,MULTI GROH,MULTI GROH,MULTI GROH,2
2637,2002214045,PHC,PHC,PHC,2
2638,2002213887,MULTI GROH,MULTI GROH,MULTI GROH,7
2639,2002213887,MULTI GROH,MULTI GROH,MULTI GROH,7
2640,2002213887,MULTI GROH,MULTI GROH,MULTI GROH,7
2641,2002213887,MULTI GROH,MULTI GROH,MULTI GROH,7
2642,2002213887,MULTI GROH,MULTI GROH,MULTI GROH,7
2643,2002213887,MULTI GROH,MULTI GROH,MULTI GROH,7
2644,2002213887,MULTI GROH,MULTI GROH,MULTI GROH,7
2645,2002213887,MULTI GROH,MULTI GROH,MULTI GROH,7
2646,2002253256,PHC,others,PHC,1
2647,2002213896,MULTI GROH,MULTI GROH,MULTI GROH,2
2648,2002213887,MULTI GROH,MULTI GROH,MULTI GROH,7
2649,2002213879,APPLIANCE,APPLIANCE,APPLIANCE,6
2650,2002213963,BEAUTY,BEAUTY,BEAUTY,8
2651,2002213963,HAIR,HAIR,HAIR,6
2652,2002213895,MULTI GROH,MULTI GROH,MULTI GROH,7
2653,2002213915,FABRIC,FABRIC,FABRIC,1
2654,2002213887,MULTI GROH,MULTI GROH,MULTI GROH,7
2655,2002213887,MULTI GROH,MULTI GROH,MULTI GROH,7
2656,2002214045,BEAUTY,others,BEAUTY,1
2657,2002214045,APPLIANCE,APPLIANCE,APPLIANCE,3
2658,2002214045,APPLIANCE,APPLIANCE,APPLIANCE,3
2659,2002213931,MULTI GROC,MULTI GROC,MULTI GROC,2
2660,2002213981,APPLIANCE,APPLIANCE,APPLIANCE,7
2661,2002213981,APPLIANCE,APPLIANCE,APPLIANCE,7
2662,2002213879,MULTI GROH,MULTI GROH,MULTI GROH,3
2663,2002213931,MULTI GROH,MULTI GROH,MULTI GROH,1
2664,2002213975,UNIDENTIFI,others,others,1
2665,2002213887,MULTI GROH,MULTI GROH,MULTI GROH,7
2666,2002213931,MULTI GROC,MULTI GROC,MULTI GROC,2
2667,2002214045,APPLIANCE,APPLIANCE,APPLIANCE,3
2668,2002214045,APPLIANCE,APPLIANCE,APPLIANCE,3
2669,2002214045,APPLIANCE,APPLIANCE,APPLIANCE,3
2670,2002213981,APPLIANCE,APPLIANCE,APPLIANCE,7
2671,2002213981,APPLIANCE,APPLIANCE,APPLIANCE,7
2672,2002253691,MULTI GROH,MULTI GROH,MULTI GROH,3
2673,2002213981,MULTI GROH,MULTI GROH,MULTI GROH,4
2674,2002213981,APPLIANCE,APPLIANCE,APPLIANCE,7
2675,2002213981,APPLIANCE,APPLIANCE,APPLIANCE,7
2676,2002213887,MULTI GROH,MULTI GROH,MULTI GROH,7
2677,2002213887,MULTI GROH,MULTI GROH,MULTI GROH,7
2678,2002214052,GROOMING,others,others,1
2679,2002214045,APPLIANCE,APPLIANCE,APPLIANCE,3
2680,2002214045,APPLIANCE,APPLIANCE,APPLIANCE,3
2681,2002213895,MULTI GROC,MULTI GROC,MULTI GROC,5
2682,2002214045,APPLIANCE,APPLIANCE,APPLIANCE,3
2683,2002213981,APPLIANCE,APPLIANCE,APPLIANCE,7
2684,2002213981,APPLIANCE,APPLIANCE,APPLIANCE,7
2685,2002214045,APPLIANCE,APPLIANCE,APPLIANCE,3
2686,2002213981,APPLIANCE,APPLIANCE,APPLIANCE,7
2687,2002213981,MULTI GROH,MULTI GROH,MULTI GROH,4
2688,2002213981,APPLIANCE,APPLIANCE,APPLIANCE,7
2689,2002213879,UNIDENTIFI,others,FEM CARE,4
2690,2002213981,APPLIANCE,APPLIANCE,APPLIANCE,7
2691,2002213981,MULTI GROH,MULTI GROH,MULTI GROH,4
2692,2002254220,PGP,PGP,PGP,3
2693,999999999,PGP,PGP,PGP,5
2694,999999999,PGP,PGP,PGP,5
2695,2002213981,APPLIANCE,APPLIANCE,APPLIANCE,7
2696,2002213853,FABRIC,FABRIC,FABRIC,2
2697,2002213981,APPLIANCE,APPLIANCE,APPLIANCE,7
2698,2002213981,APPLIANCE,APPLIANCE,APPLIANCE,7
2699,2002213981,APPLIANCE,APPLIANCE,APPLIANCE,7
2700,2002213981,MULTI GROH,MULTI GROH,MULTI GROH,4
2701,2002214045,BEAUTY,others,BEAUTY,1
2702,2002214045,BEAUTY,others,BEAUTY,1
2703,2002214045,BEAUTY,others,BEAUTY,1
2704,2002214045,PHC,PHC,PHC,2
2705,2002214045,APPLIANCE,APPLIANCE,APPLIANCE,3
2706,2002214045,APPLIANCE,APPLIANCE,APPLIANCE,3
2707,2002214045,APPLIANCE,APPLIANCE,APPLIANCE,3
2708,2002214045,APPLIANCE,APPLIANCE,APPLIANCE,3
2709,2002213931,MULTI GROH,MULTI GROH,MULTI GROH,1
2710,2002213887,MULTI GROH,MULTI GROH,MULTI GROH,7
2711,2002213918,UNIDENTIFI,others,others,3
2712,2002213918,UNIDENTIFI,others,others,3
2713,2002213931,MULTI GROH,MULTI GROH,MULTI GROH,1
2714,2002213963,FAMILY,others,others,4
2715,2002213918,FAMILY,FAMILY,FAMILY,1
2716,2002213963,FABRIC,FABRIC,FABRIC,3
2717,2002213981,MULTI GROH,MULTI GROH,MULTI GROH,4
2718,2002213981,MULTI GROH,MULTI GROH,MULTI GROH,4
2719,2002213963,FABRIC,FABRIC,FABRIC,3
2720,2002214045,APPLIANCE,APPLIANCE,APPLIANCE,3
2721,2002213887,MULTI GROH,MULTI GROH,MULTI GROH,7
2722,2002213931,MULTI GROC,MULTI GROC,MULTI GROC,2
2723,2002213931,MULTI GROH,MULTI GROH,MULTI GROH,1
2724,2002213981,FAMILY,others,PHC,1
2725,2002214009,MULTI GROH,MULTI GROH,MULTI GROH,2
2726,2002213918,UNIDENTIFI,others,others,3
2727,2002213981,APPLIANCE,APPLIANCE,APPLIANCE,7
2728,999999999,FABRIC,FABRIC,FABRIC,7
2729,2002213931,MULTI GROC,MULTI GROC,MULTI GROC,2
2730,2002213931,UNIDENTIFI,others,others,6
2731,2002253691,UNIDENTIFI,others,others,2
2732,2002213981,MULTI GROH,MULTI GROH,MULTI GROH,4
2733,2002214045,BEAUTY,others,BEAUTY,1
2734,2002214045,APPLIANCE,APPLIANCE,APPLIANCE,3
2735,2002214045,BEAUTY,others,BEAUTY,1
2736,2002214045,FAMILY,others,BEAUTY,1
2737,2002213963,HAIR,HAIR,HAIR,6
2738,2002213918,FAMILY,FAMILY,FAMILY,1
2739,2002213902,MULTI HABA,others,others,3
2740,2002213981,MULTI GROH,MULTI GROH,MULTI GROH,4
2741,2002213896,FABRIC,FABRIC,FABRIC,5
2742,2002213896,MULTI GROH,MULTI GROH,MULTI GROH,2
2743,2002213981,APPLIANCE,APPLIANCE,APPLIANCE,7
2744,2002213879,UNIDENTIFI,others,FEM CARE,4
2745,2002213896,MULTI GROH,MULTI GROH,MULTI GROH,2
2746,999999999,PGP,PGP,PGP,5
