,xref,history
148,APPLIANCE,0.0027301733495608696
149,BEAUTY,0.19031692944736425
150,BEAUTY,0.19031692944736425
151,BEAUTY,0.19031692944736425
152,MULTI GROC,0.22681636618806006
153,MULTI GROH,0.1632506979074706
154,APPLIANCE,0.0027301733495608696
155,BEAUTY,0.19031692944736425
156,APPLIANCE,0.0027301733495608696
157,PHC,0.11814305562209552
158,APPLIANCE,0.0027301733495608696
159,APPLIANCE,0.0027301733495608696
160,APPLIANCE,0.0027301733495608696
161,APPLIANCE,0.0027301733495608696
162,BEAUTY,0.19031692944736425
163,BEAUTY,0.19031692944736425
164,UNIDENTIFI,0.26779624893435633
165,UNIDENTIFI,0.26779624893435633
166,MULTI GROH,0.1632506979074706
167,MULTI GROH,0.1632506979074706
168,UNIDENTIFI,0.26779624893435633
169,UNIDENTIFI,0.26779624893435633
170,UNIDENTIFI,0.26779624893435633
171,UNIDENTIFI,0.26779624893435633
172,UNIDENTIFI,0.26779624893435633
173,UNIDENTIFI,0.26779624893435633
174,FABRIC,0.3844269691891195
175,APPLIANCE,0.0027301733495608696
176,UNIDENTIFI,0.26779624893435633
177,UNIDENTIFI,0.26779624893435633
178,BEAUTY,0.19031692944736425
179,APPLIANCE,0.0027301733495608696
180,UNIDENTIFI,0.26779624893435633
181,UNIDENTIFI,0.26779624893435633
182,UNIDENTIFI,0.26779624893435633
183,UNIDENTIFI,0.26779624893435633
184,MULTI GROH,0.1632506979074706
185,APPLIANCE,0.0027301733495608696
186,PHC,0.11814305562209552
187,APPLIANCE,0.0027301733495608696
188,UNIDENTIFI,0.26779624893435633
189,PHC,0.11814305562209552
190,APPLIANCE,0.0027301733495608696
191,APPLIANCE,0.0027301733495608696
192,APPLIANCE,0.0027301733495608696
193,APPLIANCE,0.0027301733495608696
194,BEAUTY,0.19031692944736425
195,APPLIANCE,0.0027301733495608696
196,BEAUTY,0.19031692944736425
197,BEAUTY,0.19031692944736425
198,BEAUTY,0.19031692944736425
199,APPLIANCE,0.0027301733495608696
200,APPLIANCE,0.0027301733495608696
201,UNIDENTIFI,0.26779624893435633
202,UNIDENTIFI,0.26779624893435633
203,APPLIANCE,0.0027301733495608696
204,APPLIANCE,0.0027301733495608696
205,UNIDENTIFI,0.26779624893435633
206,APPLIANCE,0.0027301733495608696
207,APPLIANCE,0.0027301733495608696
208,UNIDENTIFI,0.26779624893435633
209,UNIDENTIFI,0.26779624893435633
210,APPLIANCE,0.0027301733495608696
211,BEAUTY,0.19031692944736425
212,APPLIANCE,0.0027301733495608696
213,BEAUTY,0.19031692944736425
214,BEAUTY,0.19031692944736425
215,APPLIANCE,0.0027301733495608696
216,APPLIANCE,0.0027301733495608696
217,APPLIANCE,0.0027301733495608696
218,APPLIANCE,0.0027301733495608696
219,APPLIANCE,0.0027301733495608696
220,APPLIANCE,0.0027301733495608696
221,MULTI HABA,0.04759232237063644
222,UNIDENTIFI,0.26779624893435633
223,UNIDENTIFI,0.26779624893435633
224,UNIDENTIFI,0.26779624893435633
225,APPLIANCE,0.0027301733495608696
226,MULTI GROH,0.1632506979074706
227,BEAUTY,0.19031692944736425
228,BEAUTY,0.19031692944736425
229,UNIDENTIFI,0.26779624893435633
230,MULTI GROH,0.1632506979074706
231,MULTI GROH,0.1632506979074706
232,BABY,0.1755127602943479
233,UNIDENTIFI,0.26779624893435633
234,FABRIC,0.3844269691891195
235,UNIDENTIFI,0.26779624893435633
236,UNIDENTIFI,0.26779624893435633
237,UNIDENTIFI,0.26779624893435633
238,MULTI GROC,0.22681636618806006
239,APPLIANCE,0.0027301733495608696
240,FAMILY,0.3434174339351907
241,UNIDENTIFI,0.26779624893435633
242,APPLIANCE,0.0027301733495608696
243,MULTI GROH,0.1632506979074706
244,APPLIANCE,0.0027301733495608696
245,APPLIANCE,0.0027301733495608696
246,MULTI GROH,0.1632506979074706
247,APPLIANCE,0.0027301733495608696
248,APPLIANCE,0.0027301733495608696
249,APPLIANCE,0.0027301733495608696
250,MULTI GROC,0.22681636618806006
251,FABRIC,0.3844269691891195
252,APPLIANCE,0.0027301733495608696
253,APPLIANCE,0.0027301733495608696
254,BEAUTY,0.19031692944736425
255,MULTI GROC,0.22681636618806006
256,MULTI GROH,0.1632506979074706
257,UNIDENTIFI,0.26779624893435633
258,UNIDENTIFI,0.26779624893435633
259,BEAUTY,0.19031692944736425
260,PHC,0.11814305562209552
261,APPLIANCE,0.0027301733495608696
262,APPLIANCE,0.0027301733495608696
263,APPLIANCE,0.0027301733495608696
264,BEAUTY,0.19031692944736425
265,APPLIANCE,0.0027301733495608696
266,APPLIANCE,0.0027301733495608696
267,BEAUTY,0.19031692944736425
268,APPLIANCE,0.0027301733495608696
269,BEAUTY,0.19031692944736425
270,BEAUTY,0.19031692944736425
271,BEAUTY,0.19031692944736425
272,BEAUTY,0.19031692944736425
273,APPLIANCE,0.0027301733495608696
274,APPLIANCE,0.0027301733495608696
275,MULTI GROC,0.22681636618806006
276,BEAUTY,0.19031692944736425
277,BEAUTY,0.19031692944736425
278,APPLIANCE,0.0027301733495608696
279,APPLIANCE,0.0027301733495608696
280,APPLIANCE,0.0027301733495608696
281,APPLIANCE,0.0027301733495608696
282,APPLIANCE,0.0027301733495608696
283,APPLIANCE,0.0027301733495608696
284,APPLIANCE,0.0027301733495608696
285,APPLIANCE,0.0027301733495608696
286,APPLIANCE,0.0027301733495608696
287,APPLIANCE,0.0027301733495608696
288,APPLIANCE,0.0027301733495608696
289,APPLIANCE,0.0027301733495608696
290,FABRIC,0.3844269691891195
291,APPLIANCE,0.0027301733495608696
292,APPLIANCE,0.0027301733495608696
293,APPLIANCE,0.0027301733495608696
294,MULTI GROC,0.22681636618806006
295,APPLIANCE,0.0027301733495608696
296,APPLIANCE,0.0027301733495608696
297,PHC,0.11814305562209552
298,APPLIANCE,0.0027301733495608696
299,MULTI GROH,0.1632506979074706
300,MULTI GROH,0.1632506979074706
301,BEAUTY,0.19031692944736425
302,PHC,0.11814305562209552
303,APPLIANCE,0.0027301733495608696
304,APPLIANCE,0.0027301733495608696
305,FABRIC,0.3844269691891195
306,APPLIANCE,0.0027301733495608696
307,APPLIANCE,0.0027301733495608696
308,APPLIANCE,0.0027301733495608696
309,APPLIANCE,0.0027301733495608696
310,APPLIANCE,0.0027301733495608696
311,BABY,0.1755127602943479
312,MULTI GROH,0.1632506979074706
313,APPLIANCE,0.0027301733495608696
314,APPLIANCE,0.0027301733495608696
315,MULTI GROH,0.1632506979074706
316,BEAUTY,0.19031692944736425
317,APPLIANCE,0.0027301733495608696
318,UNIDENTIFI,0.26779624893435633
319,APPLIANCE,0.0027301733495608696
320,APPLIANCE,0.0027301733495608696
321,BEAUTY,0.19031692944736425
322,BEAUTY,0.19031692944736425
323,BEAUTY,0.19031692944736425
324,APPLIANCE,0.0027301733495608696
325,BEAUTY,0.19031692944736425
326,APPLIANCE,0.0027301733495608696
327,APPLIANCE,0.0027301733495608696
328,MULTI GROC,0.22681636618806006
329,APPLIANCE,0.0027301733495608696
330,MULTI GROH,0.1632506979074706
331,APPLIANCE,0.0027301733495608696
332,APPLIANCE,0.0027301733495608696
333,FAMILY,0.3434174339351907
334,UNIDENTIFI,0.26779624893435633
335,MULTI GROH,0.1632506979074706
336,PHC,0.11814305562209552
337,APPLIANCE,0.0027301733495608696
338,APPLIANCE,0.0027301733495608696
339,BEAUTY,0.19031692944736425
340,APPLIANCE,0.0027301733495608696
341,APPLIANCE,0.0027301733495608696
342,BEAUTY,0.19031692944736425
343,APPLIANCE,0.0027301733495608696
344,UNIDENTIFI,0.26779624893435633
345,UNIDENTIFI,0.26779624893435633
346,MULTI GROH,0.1632506979074706
347,APPLIANCE,0.0027301733495608696
348,FAMILY,0.3434174339351907
349,MULTI GROH,0.1632506979074706
350,BEAUTY,0.19031692944736425
351,BEAUTY,0.19031692944736425
352,APPLIANCE,0.0027301733495608696
353,APPLIANCE,0.0027301733495608696
354,APPLIANCE,0.0027301733495608696
355,PHC,0.11814305562209552
356,MULTI GROH,0.1632506979074706
357,MULTI GROC,0.22681636618806006
358,PHC,0.11814305562209552
359,MULTI GROH,0.1632506979074706
360,APPLIANCE,0.0027301733495608696
361,BABY,0.1755127602943479
362,PHC,0.11814305562209552
363,APPLIANCE,0.0027301733495608696
364,BEAUTY,0.19031692944736425
365,APPLIANCE,0.0027301733495608696
366,APPLIANCE,0.0027301733495608696
367,APPLIANCE,0.0027301733495608696
368,APPLIANCE,0.0027301733495608696
369,APPLIANCE,0.0027301733495608696
370,APPLIANCE,0.0027301733495608696
371,PHC,0.11814305562209552
372,MULTI GROH,0.1632506979074706
373,FABRIC,0.3844269691891195
374,BEAUTY,0.19031692944736425
375,MULTI GROH,0.1632506979074706
376,UNIDENTIFI,0.26779624893435633
377,UNIDENTIFI,0.26779624893435633
378,UNIDENTIFI,0.26779624893435633
379,UNIDENTIFI,0.26779624893435633
380,MULTI GROH,0.1632506979074706
381,APPLIANCE,0.0027301733495608696
382,APPLIANCE,0.0027301733495608696
383,BEAUTY,0.19031692944736425
384,BEAUTY,0.19031692944736425
385,APPLIANCE,0.0027301733495608696
386,APPLIANCE,0.0027301733495608696
387,APPLIANCE,0.0027301733495608696
388,FABRIC,0.3844269691891195
389,FAMILY,0.3434174339351907
390,APPLIANCE,0.0027301733495608696
391,APPLIANCE,0.0027301733495608696
392,APPLIANCE,0.0027301733495608696
393,APPLIANCE,0.0027301733495608696
394,APPLIANCE,0.0027301733495608696
395,APPLIANCE,0.0027301733495608696
396,APPLIANCE,0.0027301733495608696
397,APPLIANCE,0.0027301733495608696
398,APPLIANCE,0.0027301733495608696
399,APPLIANCE,0.0027301733495608696
400,APPLIANCE,0.0027301733495608696
401,MULTI GROH,0.1632506979074706
402,APPLIANCE,0.0027301733495608696
403,BEAUTY,0.19031692944736425
404,BEAUTY,0.19031692944736425
405,APPLIANCE,0.0027301733495608696
406,MULTI GROH,0.1632506979074706
407,APPLIANCE,0.0027301733495608696
408,BEAUTY,0.19031692944736425
409,APPLIANCE,0.0027301733495608696
410,APPLIANCE,0.0027301733495608696
411,APPLIANCE,0.0027301733495608696
412,APPLIANCE,0.0027301733495608696
413,UNIDENTIFI,0.26779624893435633
414,UNIDENTIFI,0.26779624893435633
415,MULTI GROH,0.1632506979074706
416,APPLIANCE,0.0027301733495608696
417,FABRIC,0.3844269691891195
418,FAMILY,0.3434174339351907
419,APPLIANCE,0.0027301733495608696
420,FAMILY,0.3434174339351907
421,FABRIC,0.3844269691891195
422,UNIDENTIFI,0.26779624893435633
423,FABRIC,0.3844269691891195
424,APPLIANCE,0.0027301733495608696
425,MULTI GROH,0.1632506979074706
426,APPLIANCE,0.0027301733495608696
427,BEAUTY,0.19031692944736425
428,MULTI GROH,0.1632506979074706
429,MULTI GROC,0.22681636618806006
430,MULTI GROH,0.1632506979074706
431,APPLIANCE,0.0027301733495608696
432,APPLIANCE,0.0027301733495608696
433,BEAUTY,0.19031692944736425
434,FABRIC,0.3844269691891195
435,MULTI GROH,0.1632506979074706
436,APPLIANCE,0.0027301733495608696
437,APPLIANCE,0.0027301733495608696
438,APPLIANCE,0.0027301733495608696
439,APPLIANCE,0.0027301733495608696
440,APPLIANCE,0.0027301733495608696
441,APPLIANCE,0.0027301733495608696
442,BABY,0.1755127602943479
443,APPLIANCE,0.0027301733495608696
444,MULTI GROH,0.1632506979074706
445,BABY,0.1755127602943479
446,APPLIANCE,0.0027301733495608696
447,BEAUTY,0.19031692944736425
448,APPLIANCE,0.0027301733495608696
449,MULTI GROH,0.1632506979074706
450,BEAUTY,0.19031692944736425
451,APPLIANCE,0.0027301733495608696
452,BEAUTY,0.19031692944736425
453,BEAUTY,0.19031692944736425
454,MULTI GROH,0.1632506979074706
455,PHC,0.11814305562209552
456,APPLIANCE,0.0027301733495608696
457,BEAUTY,0.19031692944736425
458,APPLIANCE,0.0027301733495608696
459,APPLIANCE,0.0027301733495608696
460,UNIDENTIFI,0.26779624893435633
461,UNIDENTIFI,0.26779624893435633
462,MULTI GROH,0.1632506979074706
463,MULTI GROH,0.1632506979074706
464,FABRIC,0.3844269691891195
465,PHC,0.11814305562209552
466,MULTI GROC,0.22681636618806006
467,APPLIANCE,0.0027301733495608696
468,MULTI GROH,0.1632506979074706
469,MULTI GROH,0.1632506979074706
470,APPLIANCE,0.0027301733495608696
471,APPLIANCE,0.0027301733495608696
472,APPLIANCE,0.0027301733495608696
473,APPLIANCE,0.0027301733495608696
474,BEAUTY,0.19031692944736425
475,MULTI GROH,0.1632506979074706
476,FABRIC,0.3844269691891195
477,MULTI GROH,0.1632506979074706
478,BEAUTY,0.19031692944736425
479,APPLIANCE,0.0027301733495608696
480,BEAUTY,0.19031692944736425
481,BEAUTY,0.19031692944736425
482,MULTI GROH,0.1632506979074706
483,MULTI GROH,0.1632506979074706
484,APPLIANCE,0.0027301733495608696
485,BEAUTY,0.19031692944736425
486,UNIDENTIFI,0.26779624893435633
487,APPLIANCE,0.0027301733495608696
488,APPLIANCE,0.0027301733495608696
489,APPLIANCE,0.0027301733495608696
490,APPLIANCE,0.0027301733495608696
491,MULTI GROH,0.1632506979074706
492,MULTI GROH,0.1632506979074706
493,MULTI GROH,0.1632506979074706
494,PHC,0.11814305562209552
495,BEAUTY,0.19031692944736425
496,APPLIANCE,0.0027301733495608696
497,APPLIANCE,0.0027301733495608696
498,UNIDENTIFI,0.26779624893435633
499,APPLIANCE,0.0027301733495608696
500,APPLIANCE,0.0027301733495608696
501,APPLIANCE,0.0027301733495608696
502,BEAUTY,0.19031692944736425
503,BEAUTY,0.19031692944736425
504,PHC,0.11814305562209552
505,BEAUTY,0.19031692944736425
506,BEAUTY,0.19031692944736425
507,BEAUTY,0.19031692944736425
508,APPLIANCE,0.0027301733495608696
509,APPLIANCE,0.0027301733495608696
510,APPLIANCE,0.0027301733495608696
511,FABRIC,0.3844269691891195
512,MULTI GROH,0.1632506979074706
513,MULTI GROH,0.1632506979074706
514,BEAUTY,0.19031692944736425
515,BEAUTY,0.19031692944736425
516,BEAUTY,0.19031692944736425
517,MULTI GROC,0.22681636618806006
518,MULTI GROH,0.1632506979074706
519,APPLIANCE,0.0027301733495608696
520,BEAUTY,0.19031692944736425
521,BEAUTY,0.19031692944736425
522,BEAUTY,0.19031692944736425
523,APPLIANCE,0.0027301733495608696
524,APPLIANCE,0.0027301733495608696
525,BEAUTY,0.19031692944736425
526,BEAUTY,0.19031692944736425
527,FAMILY,0.3434174339351907
528,APPLIANCE,0.0027301733495608696
529,APPLIANCE,0.0027301733495608696
530,APPLIANCE,0.0027301733495608696
531,PHC,0.11814305562209552
532,APPLIANCE,0.0027301733495608696
533,FABRIC,0.3844269691891195
534,MULTI GROH,0.1632506979074706
535,APPLIANCE,0.0027301733495608696
536,APPLIANCE,0.0027301733495608696
537,APPLIANCE,0.0027301733495608696
538,APPLIANCE,0.0027301733495608696
539,APPLIANCE,0.0027301733495608696
540,APPLIANCE,0.0027301733495608696
541,APPLIANCE,0.0027301733495608696
542,APPLIANCE,0.0027301733495608696
543,MULTI GROH,0.1632506979074706
544,APPLIANCE,0.0027301733495608696
545,BEAUTY,0.19031692944736425
546,APPLIANCE,0.0027301733495608696
547,BEAUTY,0.19031692944736425
548,BEAUTY,0.19031692944736425
549,APPLIANCE,0.0027301733495608696
550,APPLIANCE,0.0027301733495608696
551,APPLIANCE,0.0027301733495608696
552,APPLIANCE,0.0027301733495608696
553,APPLIANCE,0.0027301733495608696
554,APPLIANCE,0.0027301733495608696
555,APPLIANCE,0.0027301733495608696
556,FABRIC,0.3844269691891195
557,BEAUTY,0.19031692944736425
558,BEAUTY,0.19031692944736425
559,APPLIANCE,0.0027301733495608696
560,APPLIANCE,0.0027301733495608696
561,APPLIANCE,0.0027301733495608696
562,APPLIANCE,0.0027301733495608696
563,APPLIANCE,0.0027301733495608696
564,FAMILY,0.3434174339351907
565,APPLIANCE,0.0027301733495608696
566,APPLIANCE,0.0027301733495608696
567,APPLIANCE,0.0027301733495608696
568,BEAUTY,0.19031692944736425
569,UNIDENTIFI,0.26779624893435633
570,BABY,0.1755127602943479
571,MULTI GROH,0.1632506979074706
572,APPLIANCE,0.0027301733495608696
573,APPLIANCE,0.0027301733495608696
574,BEAUTY,0.19031692944736425
575,BEAUTY,0.19031692944736425
576,PHC,0.11814305562209552
577,PHC,0.11814305562209552
578,APPLIANCE,0.0027301733495608696
579,APPLIANCE,0.0027301733495608696
580,APPLIANCE,0.0027301733495608696
581,APPLIANCE,0.0027301733495608696
582,APPLIANCE,0.0027301733495608696
583,APPLIANCE,0.0027301733495608696
584,APPLIANCE,0.0027301733495608696
585,MULTI GROH,0.1632506979074706
586,APPLIANCE,0.0027301733495608696
587,APPLIANCE,0.0027301733495608696
588,APPLIANCE,0.0027301733495608696
589,APPLIANCE,0.0027301733495608696
590,APPLIANCE,0.0027301733495608696
591,BEAUTY,0.19031692944736425
592,BEAUTY,0.19031692944736425
593,APPLIANCE,0.0027301733495608696
594,FABRIC,0.3844269691891195
595,FABRIC,0.3844269691891195
596,UNIDENTIFI,0.26779624893435633
597,APPLIANCE,0.0027301733495608696
598,MULTI GROH,0.1632506979074706
599,MULTI GROH,0.1632506979074706
600,MULTI GROH,0.1632506979074706
601,MULTI GROH,0.1632506979074706
602,BABY,0.1755127602943479
603,BABY,0.1755127602943479
604,APPLIANCE,0.0027301733495608696
605,APPLIANCE,0.0027301733495608696
606,APPLIANCE,0.0027301733495608696
607,MULTI GROH,0.1632506979074706
608,MULTI GROH,0.1632506979074706
609,MULTI HABA,0.04759232237063644
610,MULTI GROH,0.1632506979074706
611,MULTI GROH,0.1632506979074706
612,MULTI GROH,0.1632506979074706
613,FABRIC,0.3844269691891195
614,MULTI GROH,0.1632506979074706
615,APPLIANCE,0.0027301733495608696
616,APPLIANCE,0.0027301733495608696
617,MULTI GROH,0.1632506979074706
618,MULTI GROH,0.1632506979074706
619,UNIDENTIFI,0.26779624893435633
620,APPLIANCE,0.0027301733495608696
621,APPLIANCE,0.0027301733495608696
622,APPLIANCE,0.0027301733495608696
623,APPLIANCE,0.0027301733495608696
624,APPLIANCE,0.0027301733495608696
625,MULTI GROH,0.1632506979074706
626,BABY,0.1755127602943479
627,APPLIANCE,0.0027301733495608696
628,BEAUTY,0.19031692944736425
629,APPLIANCE,0.0027301733495608696
630,APPLIANCE,0.0027301733495608696
631,APPLIANCE,0.0027301733495608696
632,APPLIANCE,0.0027301733495608696
633,BEAUTY,0.19031692944736425
634,APPLIANCE,0.0027301733495608696
635,UNIDENTIFI,0.26779624893435633
636,UNIDENTIFI,0.26779624893435633
637,BEAUTY,0.19031692944736425
638,APPLIANCE,0.0027301733495608696
639,APPLIANCE,0.0027301733495608696
640,FABRIC,0.3844269691891195
641,BABY,0.1755127602943479
642,UNIDENTIFI,0.26779624893435633
643,BEAUTY,0.19031692944736425
644,BEAUTY,0.19031692944736425
645,FAMILY,0.3434174339351907
646,APPLIANCE,0.0027301733495608696
647,APPLIANCE,0.0027301733495608696
648,MULTI GROH,0.1632506979074706
649,APPLIANCE,0.0027301733495608696
650,APPLIANCE,0.0027301733495608696
651,APPLIANCE,0.0027301733495608696
652,APPLIANCE,0.0027301733495608696
653,MULTI GROH,0.1632506979074706
654,APPLIANCE,0.0027301733495608696
655,APPLIANCE,0.0027301733495608696
656,APPLIANCE,0.0027301733495608696
657,APPLIANCE,0.0027301733495608696
658,MULTI GROH,0.1632506979074706
659,UNIDENTIFI,0.26779624893435633
660,PHC,0.11814305562209552
661,APPLIANCE,0.0027301733495608696
662,APPLIANCE,0.0027301733495608696
663,APPLIANCE,0.0027301733495608696
664,FABRIC,0.3844269691891195
665,BEAUTY,0.19031692944736425
666,APPLIANCE,0.0027301733495608696
667,APPLIANCE,0.0027301733495608696
668,BEAUTY,0.19031692944736425
669,APPLIANCE,0.0027301733495608696
670,MULTI GROH,0.1632506979074706
671,APPLIANCE,0.0027301733495608696
672,APPLIANCE,0.0027301733495608696
673,APPLIANCE,0.0027301733495608696
674,BEAUTY,0.19031692944736425
675,APPLIANCE,0.0027301733495608696
676,PHC,0.11814305562209552
677,APPLIANCE,0.0027301733495608696
678,MULTI GROH,0.1632506979074706
679,APPLIANCE,0.0027301733495608696
680,APPLIANCE,0.0027301733495608696
681,APPLIANCE,0.0027301733495608696
682,APPLIANCE,0.0027301733495608696
683,BABY,0.1755127602943479
684,APPLIANCE,0.0027301733495608696
685,APPLIANCE,0.0027301733495608696
686,FABRIC,0.3844269691891195
687,APPLIANCE,0.0027301733495608696
688,APPLIANCE,0.0027301733495608696
689,APPLIANCE,0.0027301733495608696
690,APPLIANCE,0.0027301733495608696
691,APPLIANCE,0.0027301733495608696
692,MULTI GROH,0.1632506979074706
693,MULTI GROH,0.1632506979074706
694,BABY,0.1755127602943479
695,MULTI GROH,0.1632506979074706
696,APPLIANCE,0.0027301733495608696
697,APPLIANCE,0.0027301733495608696
698,APPLIANCE,0.0027301733495608696
699,MULTI GROH,0.1632506979074706
700,MULTI GROH,0.1632506979074706
701,BABY,0.1755127602943479
702,APPLIANCE,0.0027301733495608696
703,APPLIANCE,0.0027301733495608696
704,APPLIANCE,0.0027301733495608696
705,APPLIANCE,0.0027301733495608696
706,APPLIANCE,0.0027301733495608696
707,FABRIC,0.3844269691891195
708,APPLIANCE,0.0027301733495608696
709,APPLIANCE,0.0027301733495608696
710,MULTI GROH,0.1632506979074706
711,MULTI GROH,0.1632506979074706
712,APPLIANCE,0.0027301733495608696
713,MULTI GROH,0.1632506979074706
714,BEAUTY,0.19031692944736425
715,UNIDENTIFI,0.26779624893435633
716,APPLIANCE,0.0027301733495608696
717,APPLIANCE,0.0027301733495608696
718,MULTI GROH,0.1632506979074706
719,APPLIANCE,0.0027301733495608696
720,UNIDENTIFI,0.26779624893435633
721,UNIDENTIFI,0.26779624893435633
722,MULTI GROH,0.1632506979074706
723,APPLIANCE,0.0027301733495608696
724,MULTI HABA,0.04759232237063644
